understat_game_id,tm_game_id,league,season,home,away,match_confidence
7322,2872318,ENG-Premier League,2017-2018,Huddersfield,Burnley,alias
7323,2872319,ENG-Premier League,2017-2018,Liverpool,Leicester,alias
7325,2872321,ENG-Premier League,2017-2018,Newcastle United,Brighton,alias
7327,2872323,ENG-Premier League,2017-2018,Watford,Swansea,alias
7324,2872320,ENG-Premier League,2017-2018,Manchester United,Southampton,exact
7321,2872317,ENG-Premier League,2017-2018,Crystal Palace,Manchester City,exact
7328,2872324,ENG-Premier League,2017-2018,West Bromwich Albion,Arsenal,exact
7331,2872326,ENG-Premier League,2017-2018,Brighton,Bournemouth,alias
7332,2872327,ENG-Premier League,2017-2018,Burnley,Liverpool,exact
7334,2872329,ENG-Premier League,2017-2018,Leicester,Huddersfield,alias
7337,2872332,ENG-Premier League,2017-2018,Stoke,Newcastle United,alias
7333,2872328,ENG-Premier League,2017-2018,Everton,Manchester United,exact
7329,2872334,ENG-Premier League,2017-2018,West Ham,West Bromwich Albion,alias
7336,2872331,ENG-Premier League,2017-2018,Southampton,Crystal Palace,exact
7338,2872333,ENG-Premier League,2017-2018,Swansea,Tottenham,alias
7335,2872330,ENG-Premier League,2017-2018,Manchester City,Watford,exact
7330,2872325,ENG-Premier League,2017-2018,Arsenal,Chelsea,exact
7326,2872322,ENG-Premier League,2017-2018,Tottenham,West Ham,alias
7340,2872336,ENG-Premier League,2017-2018,Chelsea,Leicester,alias
7341,2872337,ENG-Premier League,2017-2018,Crystal Palace,Burnley,exact
7342,2872338,ENG-Premier League,2017-2018,Huddersfield,West Ham,alias
7345,2872341,ENG-Premier League,2017-2018,Newcastle United,Swansea,alias
7347,2872343,ENG-Premier League,2017-2018,Watford,Southampton,exact
7348,2872344,ENG-Premier League,2017-2018,West Bromwich Albion,Brighton,alias
7346,2872342,ENG-Premier League,2017-2018,Tottenham,Everton,alias
7339,2872335,ENG-Premier League,2017-2018,Bournemouth,Arsenal,exact
7343,2872339,ENG-Premier League,2017-2018,Liverpool,Manchester City,exact
7344,2872340,ENG-Premier League,2017-2018,Manchester United,Stoke,alias
7350,2872346,ENG-Premier League,2017-2018,Brighton,Chelsea,alias
7349,2872345,ENG-Premier League,2017-2018,Arsenal,Crystal Palace,exact
7351,2872347,ENG-Premier League,2017-2018,Burnley,Manchester United,exact
7352,2872348,ENG-Premier League,2017-2018,Everton,West Bromwich Albion,exact
7353,2872349,ENG-Premier League,2017-2018,Leicester,Watford,alias
7356,2872352,ENG-Premier League,2017-2018,Stoke,Huddersfield,alias
7358,2872354,ENG-Premier League,2017-2018,West Ham,Bournemouth,alias
7354,2872350,ENG-Premier League,2017-2018,Manchester City,Newcastle United,exact
7355,2872351,ENG-Premier League,2017-2018,Southampton,Tottenham,alias
7357,2872353,ENG-Premier League,2017-2018,Swansea,Liverpool,alias
7360,2872357,ENG-Premier League,2017-2018,West Ham,Crystal Palace,alias
7361,2872356,ENG-Premier League,2017-2018,Swansea,Arsenal,alias
7359,2872355,ENG-Premier League,2017-2018,Huddersfield,Liverpool,alias
7362,2872358,ENG-Premier League,2017-2018,Chelsea,Bournemouth,exact
7363,2872362,ENG-Premier League,2017-2018,Southampton,Brighton,alias
7364,2872361,ENG-Premier League,2017-2018,Newcastle United,Burnley,exact
7365,2872359,ENG-Premier League,2017-2018,Everton,Leicester,alias
7366,2872360,ENG-Premier League,2017-2018,Manchester City,West Bromwich Albion,exact
7367,2872364,ENG-Premier League,2017-2018,Tottenham,Manchester United,alias
7368,2872363,ENG-Premier League,2017-2018,Stoke,Watford,alias
7372,2872368,ENG-Premier League,2017-2018,Burnley,Manchester City,exact
7370,2872365,ENG-Premier League,2017-2018,Bournemouth,Stoke,alias
7371,2872367,ENG-Premier League,2017-2018,Brighton,West Ham,alias
7374,2872370,ENG-Premier League,2017-2018,Leicester,Swansea,alias
7376,2872372,ENG-Premier League,2017-2018,Manchester United,Huddersfield,alias
7378,2872374,ENG-Premier League,2017-2018,West Bromwich Albion,Southampton,exact
7369,2872366,ENG-Premier League,2017-2018,Arsenal,Everton,exact
7373,2872369,ENG-Premier League,2017-2018,Crystal Palace,Newcastle United,exact
7375,2872371,ENG-Premier League,2017-2018,Liverpool,Tottenham,alias
7377,2872373,ENG-Premier League,2017-2018,Watford,Chelsea,exact
7387,2872383,ENG-Premier League,2017-2018,Tottenham,Arsenal,alias
7380,2872376,ENG-Premier League,2017-2018,Everton,Crystal Palace,exact
7385,2872381,ENG-Premier League,2017-2018,Stoke,Brighton,alias
7386,2872382,ENG-Premier League,2017-2018,Swansea,Burnley,alias
7388,2872384,ENG-Premier League,2017-2018,West Ham,Watford,alias
7382,2872378,ENG-Premier League,2017-2018,Manchester City,Leicester,alias
7381,2872377,ENG-Premier League,2017-2018,Huddersfield,Bournemouth,alias
7383,2872379,ENG-Premier League,2017-2018,Newcastle United,Manchester United,exact
7384,2872380,ENG-Premier League,2017-2018,Southampton,Liverpool,exact
7379,2872375,ENG-Premier League,2017-2018,Chelsea,West Bromwich Albion,exact
7396,2872390,ENG-Premier League,2017-2018,Leicester,Stoke,alias
7390,2872385,ENG-Premier League,2017-2018,Bournemouth,Newcastle United,exact
7391,2872387,ENG-Premier League,2017-2018,Brighton,Swansea,alias
7394,2872394,ENG-Premier League,2017-2018,West Bromwich Albion,Huddersfield,alias
7395,2872391,ENG-Premier League,2017-2018,Liverpool,West Ham,alias
7398,2872388,ENG-Premier League,2017-2018,Burnley,Southampton,exact
7392,2872393,ENG-Premier League,2017-2018,Watford,Everton,exact
7397,2872389,ENG-Premier League,2017-2018,Crystal Palace,Tottenham,alias
7393,2872392,ENG-Premier League,2017-2018,Manchester United,Chelsea,exact
7389,2872386,ENG-Premier League,2017-2018,Arsenal,Manchester City,exact
7400,2872396,ENG-Premier League,2017-2018,Burnley,Everton,exact
7402,2872398,ENG-Premier League,2017-2018,Leicester,Bournemouth,alias
7405,2872401,ENG-Premier League,2017-2018,Southampton,Stoke,alias
7406,2872402,ENG-Premier League,2017-2018,Swansea,West Ham,alias
7407,2872403,ENG-Premier League,2017-2018,Tottenham,Huddersfield,alias
7408,2872404,ENG-Premier League,2017-2018,Watford,West Bromwich Albion,exact
7403,2872399,ENG-Premier League,2017-2018,Liverpool,Newcastle United,exact
7399,2872395,ENG-Premier League,2017-2018,Brighton,Arsenal,alias
7404,2872400,ENG-Premier League,2017-2018,Manchester City,Chelsea,exact
7401,2872397,ENG-Premier League,2017-2018,Crystal Palace,Manchester United,exact
7414,2872410,ENG-Premier League,2017-2018,Manchester United,Liverpool,exact
7412,2872408,ENG-Premier League,2017-2018,Everton,Brighton,alias
7413,2872409,ENG-Premier League,2017-2018,Huddersfield,Swansea,alias
7415,2872411,ENG-Premier League,2017-2018,Newcastle United,Southampton,exact
7417,2872413,ENG-Premier League,2017-2018,West Bromwich Albion,Leicester,alias
7418,2872414,ENG-Premier League,2017-2018,West Ham,Burnley,alias
7411,2872407,ENG-Premier League,2017-2018,Chelsea,Crystal Palace,exact
7409,2872406,ENG-Premier League,2017-2018,Arsenal,Watford,exact
7410,2872405,ENG-Premier League,2017-2018,Bournemouth,Tottenham,alias
7416,2872412,ENG-Premier League,2017-2018,Stoke,Manchester City,alias
7419,2872415,ENG-Premier League,2017-2018,Bournemouth,West Bromwich Albion,exact
7421,2872417,ENG-Premier League,2017-2018,Huddersfield,Crystal Palace,alias
7425,2872421,ENG-Premier League,2017-2018,Stoke,Everton,alias
7423,2872419,ENG-Premier League,2017-2018,Liverpool,Watford,exact
7432,2872428,ENG-Premier League,2017-2018,Crystal Palace,Liverpool,exact
7430,2872426,ENG-Premier League,2017-2018,Brighton,Leicester,alias
7434,2872432,ENG-Premier League,2017-2018,West Ham,Southampton,alias
7435,2872430,ENG-Premier League,2017-2018,Manchester United,Swansea,alias
7436,2872431,ENG-Premier League,2017-2018,Newcastle United,Huddersfield,alias
7437,2872433,ENG-Premier League,2017-2018,Watford,Bournemouth,exact
7438,2872434,ENG-Premier League,2017-2018,West Bromwich Albion,Burnley,exact
7433,2872429,ENG-Premier League,2017-2018,Everton,Manchester City,exact
7429,2872425,ENG-Premier League,2017-2018,Arsenal,Stoke,alias
7431,2872427,ENG-Premier League,2017-2018,Chelsea,Tottenham,alias
7443,2872439,ENG-Premier League,2017-2018,Everton,Liverpool,exact
7440,2872435,ENG-Premier League,2017-2018,Bournemouth,Crystal Palace,exact
7441,2872437,ENG-Premier League,2017-2018,Brighton,Huddersfield,alias
7444,2872440,ENG-Premier League,2017-2018,Leicester,Newcastle United,alias
7446,2872442,ENG-Premier League,2017-2018,Stoke,Tottenham,alias
7447,2872443,ENG-Premier League,2017-2018,Watford,Burnley,exact
7448,2872444,ENG-Premier League,2017-2018,West Bromwich Albion,Swansea,alias
7445,2872441,ENG-Premier League,2017-2018,Manchester City,Manchester United,exact
7439,2872436,ENG-Premier League,2017-2018,Arsenal,Southampton,exact
7442,2872438,ENG-Premier League,2017-2018,Chelsea,West Ham,alias
7455,2872451,ENG-Premier League,2017-2018,Southampton,Chelsea,exact
7449,2872445,ENG-Premier League,2017-2018,Burnley,Leicester,alias
7450,2872446,ENG-Premier League,2017-2018,Crystal Palace,Brighton,alias
7451,2872447,ENG-Premier League,2017-2018,Huddersfield,Watford,alias
7456,2872452,ENG-Premier League,2017-2018,Swansea,Everton,alias
7452,2872448,ENG-Premier League,2017-2018,Liverpool,Bournemouth,exact
7457,2872453,ENG-Premier League,2017-2018,Tottenham,Manchester City,alias
7454,2872450,ENG-Premier League,2017-2018,Newcastle United,Arsenal,exact
7453,2872449,ENG-Premier League,2017-2018,Manchester United,West Bromwich Albion,exact
7458,2872454,ENG-Premier League,2017-2018,West Ham,Stoke,alias
7462,2872457,ENG-Premier League,2017-2018,Brighton,Tottenham,alias
7463,2872455,ENG-Premier League,2017-2018,Bournemouth,Manchester United,exact
7420,2872416,ENG-Premier League,2017-2018,Burnley,Chelsea,exact
7464,2872460,ENG-Premier League,2017-2018,Leicester,Southampton,alias
7468,2872464,ENG-Premier League,2017-2018,West Bromwich Albion,Liverpool,exact
7467,2872463,ENG-Premier League,2017-2018,Watford,Crystal Palace,exact
7459,2872456,ENG-Premier League,2017-2018,Arsenal,West Ham,alias
7466,2872462,ENG-Premier League,2017-2018,Stoke,Burnley,alias
7465,2872461,ENG-Premier League,2017-2018,Manchester City,Swansea,alias
7461,2872459,ENG-Premier League,2017-2018,Everton,Newcastle United,exact
7472,2872468,ENG-Premier League,2017-2018,Liverpool,Stoke,alias
7469,2872465,ENG-Premier League,2017-2018,Burnley,Brighton,alias
7470,2872466,ENG-Premier League,2017-2018,Crystal Palace,Leicester,alias
7471,2872467,ENG-Premier League,2017-2018,Huddersfield,Everton,alias
7474,2872470,ENG-Premier League,2017-2018,Newcastle United,West Bromwich Albion,exact
7475,2872471,ENG-Premier League,2017-2018,Southampton,Bournemouth,exact
7476,2872472,ENG-Premier League,2017-2018,Swansea,Chelsea,alias
7478,2872474,ENG-Premier League,2017-2018,West Ham,Manchester City,alias
7473,2872469,ENG-Premier League,2017-2018,Manchester United,Arsenal,exact
7477,2872473,ENG-Premier League,2017-2018,Tottenham,Watford,alias
7484,2872477,ENG-Premier League,2017-2018,Brighton,Manchester United,alias
7481,2872482,ENG-Premier League,2017-2018,Stoke,Crystal Palace,alias
7479,2872480,ENG-Premier League,2017-2018,Leicester,West Ham,alias
7482,2872483,ENG-Premier League,2017-2018,Watford,Newcastle United,exact
7483,2872484,ENG-Premier League,2017-2018,West Bromwich Albion,Tottenham,alias
7488,2872475,ENG-Premier League,2017-2018,Bournemouth,Swansea,alias
7486,2872479,ENG-Premier League,2017-2018,Everton,Southampton,exact
7480,2872481,ENG-Premier League,2017-2018,Manchester City,Huddersfield,alias
7485,2872478,ENG-Premier League,2017-2018,Chelsea,Liverpool,exact
7487,2872476,ENG-Premier League,2017-2018,Arsenal,Burnley,exact
7426,2872422,ENG-Premier League,2017-2018,Swansea,Southampton,alias
7422,2872418,ENG-Premier League,2017-2018,Leicester,Arsenal,alias
7460,2872458,ENG-Premier League,2017-2018,Chelsea,Huddersfield,alias
7424,2872420,ENG-Premier League,2017-2018,Manchester City,Brighton,alias
7427,2872423,ENG-Premier League,2017-2018,Tottenham,Newcastle United,alias
7428,2872424,ENG-Premier League,2017-2018,West Ham,Manchester United,alias
7489,2872494,ENG-Premier League,2017-2018,West Ham,Everton,alias
7490,2872493,ENG-Premier League,2017-2018,Tottenham,Leicester,alias
7491,2872492,ENG-Premier League,2017-2018,Swansea,Stoke,alias
7492,2872485,ENG-Premier League,2017-2018,Burnley,Bournemouth,exact
7493,2872486,ENG-Premier League,2017-2018,Crystal Palace,West Bromwich Albion,exact
7494,2872487,ENG-Premier League,2017-2018,Huddersfield,Arsenal,alias
7495,2872488,ENG-Premier League,2017-2018,Liverpool,Brighton,alias
7496,2872489,ENG-Premier League,2017-2018,Manchester United,Watford,exact
7497,2872490,ENG-Premier League,2017-2018,Newcastle United,Chelsea,exact
7498,2872491,ENG-Premier League,2017-2018,Southampton,Manchester City,exact
9197,3050172,ENG-Premier League,2018-2019,Manchester United,Leicester,alias
9198,3050173,ENG-Premier League,2018-2019,Newcastle United,Tottenham,alias
9199,3050175,ENG-Premier League,2018-2019,Watford,Brighton,alias
9200,3050170,ENG-Premier League,2018-2019,Huddersfield,Chelsea,alias
9201,3050169,ENG-Premier League,2018-2019,Fulham,Crystal Palace,exact
9202,3050168,ENG-Premier League,2018-2019,Bournemouth,Cardiff,alias
9203,3050176,ENG-Premier League,2018-2019,Wolverhampton Wanderers,Everton,exact
9204,3050174,ENG-Premier League,2018-2019,Southampton,Burnley,exact
9205,3050171,ENG-Premier League,2018-2019,Liverpool,West Ham,alias
9206,3050167,ENG-Premier League,2018-2019,Arsenal,Manchester City,exact
9207,3050179,ENG-Premier League,2018-2019,Cardiff,Newcastle United,alias
9208,3050186,ENG-Premier League,2018-2019,West Ham,Bournemouth,alias
9209,3050185,ENG-Premier League,2018-2019,Tottenham,Fulham,alias
9210,3050183,ENG-Premier League,2018-2019,Leicester,Wolverhampton Wanderers,alias
9211,3050182,ENG-Premier League,2018-2019,Everton,Southampton,exact
9212,3050180,ENG-Premier League,2018-2019,Chelsea,Arsenal,exact
9213,3050184,ENG-Premier League,2018-2019,Manchester City,Huddersfield,alias
9214,3050178,ENG-Premier League,2018-2019,Burnley,Watford,exact
9215,3050177,ENG-Premier League,2018-2019,Brighton,Manchester United,alias
9216,3050181,ENG-Premier League,2018-2019,Crystal Palace,Liverpool,exact
9217,3050196,ENG-Premier League,2018-2019,Wolverhampton Wanderers,Manchester City,exact
9218,3050194,ENG-Premier League,2018-2019,Southampton,Leicester,alias
9219,3050190,ENG-Premier League,2018-2019,Huddersfield,Cardiff,alias
9220,3050189,ENG-Premier League,2018-2019,Fulham,Burnley,exact
9221,3050188,ENG-Premier League,2018-2019,Bournemouth,Everton,exact
9222,3050187,ENG-Premier League,2018-2019,Arsenal,West Ham,alias
9223,3050191,ENG-Premier League,2018-2019,Liverpool,Brighton,alias
9224,3050195,ENG-Premier League,2018-2019,Watford,Crystal Palace,exact
9225,3050193,ENG-Premier League,2018-2019,Newcastle United,Chelsea,exact
9226,3050192,ENG-Premier League,2018-2019,Manchester United,Tottenham,alias
9227,3050203,ENG-Premier League,2018-2019,Leicester,Liverpool,alias
9228,3050206,ENG-Premier League,2018-2019,West Ham,Wolverhampton Wanderers,alias
9229,3050202,ENG-Premier League,2018-2019,Everton,Huddersfield,alias
9230,3050201,ENG-Premier League,2018-2019,Crystal Palace,Southampton,exact
9231,3050200,ENG-Premier League,2018-2019,Chelsea,Bournemouth,exact
9233,3050197,ENG-Premier League,2018-2019,Brighton,Fulham,alias
9234,3050204,ENG-Premier League,2018-2019,Manchester City,Newcastle United,exact
9235,3050199,ENG-Premier League,2018-2019,Cardiff,Arsenal,alias
9232,3050198,ENG-Premier League,2018-2019,Burnley,Manchester United,exact
9236,3050205,ENG-Premier League,2018-2019,Watford,Tottenham,alias
9237,3050214,ENG-Premier League,2018-2019,Tottenham,Liverpool,alias
9238,3050212,ENG-Premier League,2018-2019,Newcastle United,Arsenal,exact
9239,3050211,ENG-Premier League,2018-2019,Manchester City,Fulham,exact
9240,3050210,ENG-Premier League,2018-2019,Huddersfield,Crystal Palace,alias
9241,3050208,ENG-Premier League,2018-2019,Chelsea,Cardiff,alias
9242,3050207,ENG-Premier League,2018-2019,Bournemouth,Leicester,alias
9243,3050215,ENG-Premier League,2018-2019,Watford,Manchester United,exact
9244,3050216,ENG-Premier League,2018-2019,Wolverhampton Wanderers,Burnley,exact
9245,3050209,ENG-Premier League,2018-2019,Everton,West Ham,alias
9246,3050213,ENG-Premier League,2018-2019,Southampton,Brighton,alias
9247,3050222,ENG-Premier League,2018-2019,Fulham,Watford,exact
9248,3050225,ENG-Premier League,2018-2019,Manchester United,Wolverhampton Wanderers,exact
9249,3050224,ENG-Premier League,2018-2019,Liverpool,Southampton,exact
9250,3050223,ENG-Premier League,2018-2019,Leicester,Huddersfield,alias
9251,3050221,ENG-Premier League,2018-2019,Crystal Palace,Newcastle United,exact
9252,3050220,ENG-Premier League,2018-2019,Cardiff,Manchester City,alias
9253,3050219,ENG-Premier League,2018-2019,Burnley,Bournemouth,exact
9254,3050218,ENG-Premier League,2018-2019,Brighton,Tottenham,alias
9255,3050226,ENG-Premier League,2018-2019,West Ham,Chelsea,alias
9256,3050217,ENG-Premier League,2018-2019,Arsenal,Everton,exact
9257,3050235,ENG-Premier League,2018-2019,West Ham,Manchester United,alias
9258,3050236,ENG-Premier League,2018-2019,Wolverhampton Wanderers,Southampton,exact
9259,3050234,ENG-Premier League,2018-2019,Newcastle United,Leicester,alias
9260,3050233,ENG-Premier League,2018-2019,Manchester City,Brighton,alias
9261,3050232,ENG-Premier League,2018-2019,Huddersfield,Tottenham,alias
9262,3050231,ENG-Premier League,2018-2019,Everton,Fulham,exact
9263,3050227,ENG-Premier League,2018-2019,Arsenal,Watford,exact
9264,3050230,ENG-Premier League,2018-2019,Chelsea,Liverpool,exact
9265,3050229,ENG-Premier League,2018-2019,Cardiff,Burnley,alias
9266,3050228,ENG-Premier League,2018-2019,Bournemouth,Crystal Palace,exact
9267,3050237,ENG-Premier League,2018-2019,Brighton,West Ham,alias
9268,3050246,ENG-Premier League,2018-2019,Watford,Bournemouth,exact
9269,3050245,ENG-Premier League,2018-2019,Tottenham,Cardiff,alias
9270,3050241,ENG-Premier League,2018-2019,Leicester,Everton,alias
9271,3050239,ENG-Premier League,2018-2019,Crystal Palace,Wolverhampton Wanderers,exact
9272,3050238,ENG-Premier League,2018-2019,Burnley,Huddersfield,alias
9273,3050243,ENG-Premier League,2018-2019,Manchester United,Newcastle United,exact
9274,3050240,ENG-Premier League,2018-2019,Fulham,Arsenal,exact
9275,3050244,ENG-Premier League,2018-2019,Southampton,Chelsea,exact
9276,3050242,ENG-Premier League,2018-2019,Liverpool,Manchester City,exact
9277,3050250,ENG-Premier League,2018-2019,Chelsea,Manchester United,exact
9278,3050256,ENG-Premier League,2018-2019,Wolverhampton Wanderers,Watford,exact
