understat_game_id,tm_game_id,league,season,home,away,match_confidence
3342,2698249,ENG-Premier League,2016-2017,Sunderland,Stoke,alias
3343,2698261,ENG-Premier League,2016-2017,Swansea,Arsenal,alias
3344,2698248,ENG-Premier League,2016-2017,Hull,Bournemouth,alias
3345,2698282,ENG-Premier League,2016-2017,Burnley,Southampton,exact
3346,2698260,ENG-Premier League,2016-2017,West Ham,Crystal Palace,alias
3347,2698259,ENG-Premier League,2016-2017,Leicester,Chelsea,alias
3349,2698245,ENG-Premier League,2016-2017,Manchester United,Liverpool,exact
3348,2698302,ENG-Premier League,2016-2017,Everton,Manchester City,exact
3350,2698256,ENG-Premier League,2016-2017,Liverpool,Swansea,alias
3351,2698251,ENG-Premier League,2016-2017,Middlesbrough,West Ham,alias
3352,2698255,ENG-Premier League,2016-2017,Bournemouth,Watford,exact
3353,2698252,ENG-Premier League,2016-2017,Crystal Palace,Everton,exact
3354,2698296,ENG-Premier League,2016-2017,Stoke,Manchester United,alias
3355,2698254,ENG-Premier League,2016-2017,West Bromwich Albion,Sunderland,exact
3356,2698294,ENG-Premier League,2016-2017,Manchester City,Tottenham,alias
3357,2698281,ENG-Premier League,2016-2017,Southampton,Leicester,alias
3358,2698243,ENG-Premier League,2016-2017,Arsenal,Burnley,exact
3359,2698280,ENG-Premier League,2016-2017,Chelsea,Hull,alias
3360,2698390,ENG-Premier League,2016-2017,Arsenal,Watford,exact
3361,2698284,ENG-Premier League,2016-2017,Bournemouth,Crystal Palace,exact
3362,2698408,ENG-Premier League,2016-2017,Burnley,Leicester,alias
3363,2698246,ENG-Premier League,2016-2017,Middlesbrough,West Bromwich Albion,exact
3364,2698253,ENG-Premier League,2016-2017,Sunderland,Tottenham,alias
3365,2698290,ENG-Premier League,2016-2017,Swansea,Southampton,alias
3366,2698286,ENG-Premier League,2016-2017,Liverpool,Chelsea,exact
3367,2698242,ENG-Premier League,2016-2017,West Ham,Manchester City,alias
3368,2698276,ENG-Premier League,2016-2017,Manchester United,Hull,alias
3369,2698247,ENG-Premier League,2016-2017,Stoke,Everton,alias
3370,2698417,ENG-Premier League,2016-2017,Chelsea,Arsenal,exact
3371,2698275,ENG-Premier League,2016-2017,Crystal Palace,Sunderland,exact
3372,2698431,ENG-Premier League,2016-2017,Everton,Bournemouth,exact
3373,2698298,ENG-Premier League,2016-2017,Hull,Liverpool,alias
3374,2698279,ENG-Premier League,2016-2017,Watford,Burnley,exact
3375,2698292,ENG-Premier League,2016-2017,West Bromwich Albion,Stoke,alias
3376,2698295,ENG-Premier League,2016-2017,Southampton,West Ham,alias
3377,2698273,ENG-Premier League,2016-2017,Tottenham,Middlesbrough,alias
3378,2698288,ENG-Premier League,2016-2017,Manchester City,Swansea,alias
3379,2698299,ENG-Premier League,2016-2017,Leicester,Manchester United,alias
3380,2698409,ENG-Premier League,2016-2017,Arsenal,Hull,alias
3381,2698297,ENG-Premier League,2016-2017,Manchester United,Watford,exact
3382,2698283,ENG-Premier League,2016-2017,Middlesbrough,Everton,exact
3383,2698289,ENG-Premier League,2016-2017,Stoke,Crystal Palace,alias
3384,2698272,ENG-Premier League,2016-2017,Sunderland,Southampton,exact
3385,2698287,ENG-Premier League,2016-2017,West Ham,West Bromwich Albion,alias
3386,2698285,ENG-Premier League,2016-2017,Liverpool,Tottenham,alias
3387,2698423,ENG-Premier League,2016-2017,Burnley,Chelsea,exact
3388,2698274,ENG-Premier League,2016-2017,Swansea,Leicester,alias
3389,2698269,ENG-Premier League,2016-2017,Bournemouth,Manchester City,exact
3391,2698432,ENG-Premier League,2016-2017,Chelsea,Swansea,alias
3392,2698264,ENG-Premier League,2016-2017,Crystal Palace,Middlesbrough,exact
3393,2698413,ENG-Premier League,2016-2017,Everton,Sunderland,exact
3394,2698333,ENG-Premier League,2016-2017,Hull,Burnley,alias
3395,2698335,ENG-Premier League,2016-2017,West Bromwich Albion,Bournemouth,exact
3396,2698323,ENG-Premier League,2016-2017,Watford,West Ham,alias
3397,2698266,ENG-Premier League,2016-2017,Tottenham,Stoke,alias
3399,2698304,ENG-Premier League,2016-2017,Leicester,Liverpool,alias
3402,2698434,ENG-Premier League,2016-2017,Manchester United,Bournemouth,exact
3400,2698424,ENG-Premier League,2016-2017,Leicester,Hull,alias
3403,2698326,ENG-Premier League,2016-2017,Stoke,Middlesbrough,alias
3405,2698332,ENG-Premier League,2016-2017,Swansea,Burnley,alias
3407,2698316,ENG-Premier League,2016-2017,Watford,Southampton,exact
3408,2698312,ENG-Premier League,2016-2017,West Bromwich Albion,Crystal Palace,exact
3401,2698318,ENG-Premier League,2016-2017,Liverpool,Arsenal,exact
3406,2698334,ENG-Premier League,2016-2017,Tottenham,Everton,alias
3404,2698352,ENG-Premier League,2016-2017,Sunderland,Manchester City,exact
3409,2698330,ENG-Premier League,2016-2017,West Ham,Chelsea,alias
3418,2698307,ENG-Premier League,2016-2017,Manchester City,Stoke,alias
3411,2698313,ENG-Premier League,2016-2017,Bournemouth,West Ham,alias
3416,2698327,ENG-Premier League,2016-2017,Everton,West Bromwich Albion,exact
3417,2698329,ENG-Premier League,2016-2017,Hull,Swansea,alias
3419,2698426,ENG-Premier League,2016-2017,Liverpool,Burnley,exact
3420,2698350,ENG-Premier League,2016-2017,West Bromwich Albion,Arsenal,exact
3421,2698331,ENG-Premier League,2016-2017,West Ham,Leicester,alias
3423,2698310,ENG-Premier League,2016-2017,Sunderland,Burnley,exact
3424,2698325,ENG-Premier League,2016-2017,Stoke,Chelsea,alias
3427,2698421,ENG-Premier League,2016-2017,Everton,Hull,alias
3428,2698309,ENG-Premier League,2016-2017,Crystal Palace,Watford,exact
3429,2698407,ENG-Premier League,2016-2017,Bournemouth,Swansea,alias
3425,2698344,ENG-Premier League,2016-2017,Middlesbrough,Manchester United,exact
3422,2698305,ENG-Premier League,2016-2017,Tottenham,Southampton,alias
3426,2698311,ENG-Premier League,2016-2017,Manchester City,Liverpool,exact
3435,2698321,ENG-Premier League,2016-2017,Liverpool,Everton,exact
3431,2698300,ENG-Premier League,2016-2017,Burnley,Tottenham,alias
3432,2698411,ENG-Premier League,2016-2017,Chelsea,Crystal Palace,exact
3433,2698306,ENG-Premier League,2016-2017,Hull,West Ham,alias
3434,2698336,ENG-Premier League,2016-2017,Leicester,Stoke,alias
3436,2698324,ENG-Premier League,2016-2017,Manchester United,West Bromwich Albion,exact
3439,2698322,ENG-Premier League,2016-2017,Watford,Sunderland,exact
3437,2698351,ENG-Premier League,2016-2017,Southampton,Bournemouth,exact
3438,2698340,ENG-Premier League,2016-2017,Swansea,Middlesbrough,alias
3430,2698430,ENG-Premier League,2016-2017,Arsenal,Manchester City,exact
3441,2698349,ENG-Premier League,2016-2017,Burnley,Stoke,alias
3443,2698315,ENG-Premier League,2016-2017,Watford,West Bromwich Albion,exact
3445,2698303,ENG-Premier League,2016-2017,Leicester,Sunderland,alias
3446,2698317,ENG-Premier League,2016-2017,Manchester United,Everton,exact
3440,2698422,ENG-Premier League,2016-2017,Arsenal,West Ham,alias
3442,2698433,ENG-Premier League,2016-2017,Hull,Middlesbrough,alias
3444,2698383,ENG-Premier League,2016-2017,Swansea,Tottenham,alias
3447,2698337,ENG-Premier League,2016-2017,Southampton,Crystal Palace,exact
3448,2698348,ENG-Premier League,2016-2017,Chelsea,Manchester City,exact
3449,2698320,ENG-Premier League,2016-2017,Liverpool,Bournemouth,exact
3453,2698345,ENG-Premier League,2016-2017,Tottenham,Watford,alias
3451,2698355,ENG-Premier League,2016-2017,Stoke,Liverpool,alias
3454,2698339,ENG-Premier League,2016-2017,West Bromwich Albion,Southampton,exact
3455,2698314,ENG-Premier League,2016-2017,West Ham,Swansea,alias
3456,2698374,ENG-Premier League,2016-2017,Middlesbrough,Burnley,exact
3457,2698354,ENG-Premier League,2016-2017,Manchester City,Hull,alias
3450,2698412,ENG-Premier League,2016-2017,Bournemouth,Chelsea,exact
3452,2698308,ENG-Premier League,2016-2017,Sunderland,Manchester United,exact
3458,2698425,ENG-Premier League,2016-2017,Everton,Leicester,alias
3459,2698347,ENG-Premier League,2016-2017,Crystal Palace,Arsenal,exact
3465,2698342,ENG-Premier League,2016-2017,Tottenham,Bournemouth,alias
3463,2698399,ENG-Premier League,2016-2017,Stoke,Hull,alias
3464,2698398,ENG-Premier League,2016-2017,Sunderland,West Ham,alias
3466,2698381,ENG-Premier League,2016-2017,Watford,Swansea,alias
3467,2698343,ENG-Premier League,2016-2017,Everton,Burnley,exact
3468,2698085,ENG-Premier League,2016-2017,Crystal Palace,Leicester,alias
3462,2698368,ENG-Premier League,2016-2017,Southampton,Manchester City,exact
3469,2698359,ENG-Premier League,2016-2017,West Bromwich Albion,Liverpool,exact
3460,2698416,ENG-Premier League,2016-2017,Manchester United,Chelsea,exact
3461,2698402,ENG-Premier League,2016-2017,Middlesbrough,Arsenal,exact
3471,2698380,ENG-Premier League,2016-2017,Bournemouth,Middlesbrough,exact
3474,2698405,ENG-Premier League,2016-2017,Hull,Watford,alias
3478,2698377,ENG-Premier League,2016-2017,Swansea,Stoke,alias
3479,2698401,ENG-Premier League,2016-2017,West Ham,Everton,alias
3472,2698404,ENG-Premier League,2016-2017,Burnley,Manchester United,exact
3476,2698394,ENG-Premier League,2016-2017,Liverpool,Crystal Palace,exact
3473,2698393,ENG-Premier League,2016-2017,Chelsea,Southampton,exact
3410,2698415,ENG-Premier League,2016-2017,Arsenal,Leicester,alias
3413,2698353,ENG-Premier League,2016-2017,Middlesbrough,Sunderland,exact
3415,2698346,ENG-Premier League,2016-2017,Crystal Palace,Tottenham,alias
3398,2698338,ENG-Premier League,2016-2017,Manchester City,Manchester United,exact
3484,2698378,ENG-Premier League,2016-2017,Southampton,Hull,alias
3485,2698387,ENG-Premier League,2016-2017,Stoke,West Ham,alias
3486,2698392,ENG-Premier League,2016-2017,Sunderland,Bournemouth,exact
3489,2698397,ENG-Premier League,2016-2017,West Bromwich Albion,Leicester,alias
3480,2698418,ENG-Premier League,2016-2017,Crystal Palace,Burnley,exact
3482,2698429,ENG-Premier League,2016-2017,Manchester United,Swansea,alias
3481,2698375,ENG-Premier League,2016-2017,Everton,Chelsea,exact
3483,2698384,ENG-Premier League,2016-2017,Middlesbrough,Manchester City,exact
3487,2698379,ENG-Premier League,2016-2017,Tottenham,Arsenal,alias
3488,2698370,ENG-Premier League,2016-2017,Watford,Liverpool,exact
3499,2698389,ENG-Premier League,2016-2017,West Ham,Tottenham,alias
3497,2698363,ENG-Premier League,2016-2017,Manchester City,Crystal Palace,exact
3491,2698367,ENG-Premier League,2016-2017,Bournemouth,Stoke,alias
3492,2698419,ENG-Premier League,2016-2017,Burnley,West Bromwich Albion,exact
3494,2698372,ENG-Premier League,2016-2017,Hull,Sunderland,alias
3495,2698376,ENG-Premier League,2016-2017,Leicester,Watford,alias
3498,2698356,ENG-Premier League,2016-2017,Swansea,Everton,alias
3496,2698385,ENG-Premier League,2016-2017,Liverpool,Southampton,exact
3490,2698410,ENG-Premier League,2016-2017,Arsenal,Manchester United,exact
3493,2698362,ENG-Premier League,2016-2017,Chelsea,Middlesbrough,exact
3390,2698341,ENG-Premier League,2016-2017,Southampton,Arsenal,exact
3502,2698420,ENG-Premier League,2016-2017,Everton,Watford,exact
3508,2698357,ENG-Premier League,2016-2017,West Bromwich Albion,Chelsea,exact
3503,2698369,ENG-Premier League,2016-2017,Manchester City,Leicester,alias
3500,2698406,ENG-Premier League,2016-2017,Bournemouth,Burnley,exact
3504,2698400,ENG-Premier League,2016-2017,Middlesbrough,Southampton,exact
3506,2698386,ENG-Premier League,2016-2017,Sunderland,Swansea,alias
3505,2698358,ENG-Premier League,2016-2017,Stoke,Arsenal,alias
3501,2698360,ENG-Premier League,2016-2017,Crystal Palace,Hull,alias
3509,2698395,ENG-Premier League,2016-2017,West Ham,Liverpool,alias
3507,2698364,ENG-Premier League,2016-2017,Tottenham,Manchester United,alias
3414,2698319,ENG-Premier League,2016-2017,Chelsea,Watford,exact
3470,2698427,ENG-Premier League,2016-2017,Arsenal,Sunderland,exact
3477,2698382,ENG-Premier League,2016-2017,Manchester City,West Bromwich Albion,exact
3412,2698328,ENG-Premier League,2016-2017,Southampton,Manchester United,exact
3475,2698396,ENG-Premier League,2016-2017,Leicester,Tottenham,alias
3510,2698428,ENG-Premier League,2016-2017,Arsenal,Everton,exact
3511,2698388,ENG-Premier League,2016-2017,Burnley,West Ham,alias
3512,2698414,ENG-Premier League,2016-2017,Chelsea,Sunderland,exact
3513,2698391,ENG-Premier League,2016-2017,Hull,Tottenham,alias
3514,2698373,ENG-Premier League,2016-2017,Leicester,Bournemouth,alias
3515,2698365,ENG-Premier League,2016-2017,Liverpool,Middlesbrough,exact
3516,2698371,ENG-Premier League,2016-2017,Manchester United,Crystal Palace,exact
3517,2698403,ENG-Premier League,2016-2017,Southampton,Stoke,alias
3518,2698366,ENG-Premier League,2016-2017,Swansea,West Bromwich Albion,alias
3519,2698361,ENG-Premier League,2016-2017,Watford,Manchester City,exact
7119,2872115,ENG-Premier League,2017-2018,Arsenal,Leicester,alias
7120,2872123,ENG-Premier League,2017-2018,Watford,Liverpool,exact
7121,2872124,ENG-Premier League,2017-2018,West Bromwich Albion,Bournemouth,exact
7122,2872122,ENG-Premier League,2017-2018,Southampton,Swansea,alias
7123,2872117,ENG-Premier League,2017-2018,Chelsea,Burnley,exact
7124,2872118,ENG-Premier League,2017-2018,Crystal Palace,Huddersfield,alias
7125,2872119,ENG-Premier League,2017-2018,Everton,Stoke,alias
7126,2872116,ENG-Premier League,2017-2018,Brighton,Manchester City,alias
7127,2872121,ENG-Premier League,2017-2018,Newcastle United,Tottenham,alias
7128,2872120,ENG-Premier League,2017-2018,Manchester United,West Ham,alias
7129,2872132,ENG-Premier League,2017-2018,Swansea,Manchester United,alias
7130,2872134,ENG-Premier League,2017-2018,Southampton,West Ham,alias
7131,2872125,ENG-Premier League,2017-2018,Bournemouth,Watford,exact
7132,2872126,ENG-Premier League,2017-2018,Burnley,West Bromwich Albion,exact
7133,2872128,ENG-Premier League,2017-2018,Leicester,Brighton,alias
7134,2872129,ENG-Premier League,2017-2018,Liverpool,Crystal Palace,exact
7135,2872131,ENG-Premier League,2017-2018,Stoke,Arsenal,alias
7136,2872127,ENG-Premier League,2017-2018,Huddersfield,Newcastle United,alias
7137,2872133,ENG-Premier League,2017-2018,Tottenham,Chelsea,alias
7138,2872130,ENG-Premier League,2017-2018,Manchester City,Everton,exact
7139,2872135,ENG-Premier League,2017-2018,Bournemouth,Manchester City,exact
7141,2872137,ENG-Premier League,2017-2018,Crystal Palace,Swansea,alias
7142,2872141,ENG-Premier League,2017-2018,Newcastle United,West Ham,alias
7143,2872143,ENG-Premier League,2017-2018,Watford,Brighton,alias
7144,2872138,ENG-Premier League,2017-2018,Huddersfield,Southampton,alias
7145,2872140,ENG-Premier League,2017-2018,Manchester United,Leicester,alias
7140,2872136,ENG-Premier League,2017-2018,Chelsea,Everton,exact
7146,2872144,ENG-Premier League,2017-2018,West Bromwich Albion,Stoke,alias
7147,2872142,ENG-Premier League,2017-2018,Tottenham,Burnley,alias
7148,2872139,ENG-Premier League,2017-2018,Liverpool,Arsenal,exact
7149,2872150,ENG-Premier League,2017-2018,Manchester City,Liverpool,exact
7150,2872151,ENG-Premier League,2017-2018,Southampton,Watford,exact
7151,2872149,ENG-Premier League,2017-2018,Leicester,Chelsea,alias
7152,2872145,ENG-Premier League,2017-2018,Arsenal,Bournemouth,exact
7153,2872146,ENG-Premier League,2017-2018,Brighton,West Bromwich Albion,alias
7154,2872148,ENG-Premier League,2017-2018,Everton,Tottenham,alias
7155,2872152,ENG-Premier League,2017-2018,Stoke,Manchester United,alias
7156,2872147,ENG-Premier League,2017-2018,Burnley,Crystal Palace,exact
7157,2872153,ENG-Premier League,2017-2018,Swansea,Newcastle United,alias
7158,2872154,ENG-Premier League,2017-2018,West Ham,Huddersfield,alias
7159,2872155,ENG-Premier League,2017-2018,Bournemouth,Brighton,alias
7160,2872157,ENG-Premier League,2017-2018,Crystal Palace,Southampton,exact
7161,2872158,ENG-Premier League,2017-2018,Huddersfield,Leicester,alias
7162,2872159,ENG-Premier League,2017-2018,Liverpool,Burnley,exact
7163,2872161,ENG-Premier League,2017-2018,Newcastle United,Stoke,alias
7164,2872163,ENG-Premier League,2017-2018,Watford,Manchester City,exact
7165,2872164,ENG-Premier League,2017-2018,West Bromwich Albion,West Ham,alias
7166,2872162,ENG-Premier League,2017-2018,Tottenham,Swansea,alias
7167,2872156,ENG-Premier League,2017-2018,Chelsea,Arsenal,exact
7168,2872160,ENG-Premier League,2017-2018,Manchester United,Everton,exact
7169,2872174,ENG-Premier League,2017-2018,West Ham,Tottenham,alias
7170,2872172,ENG-Premier League,2017-2018,Stoke,Chelsea,alias
7171,2872173,ENG-Premier League,2017-2018,Swansea,Watford,alias
7172,2872171,ENG-Premier League,2017-2018,Southampton,Manchester United,exact
7173,2872170,ENG-Premier League,2017-2018,Manchester City,Crystal Palace,exact
7174,2872167,ENG-Premier League,2017-2018,Burnley,Huddersfield,alias
7175,2872168,ENG-Premier League,2017-2018,Everton,Bournemouth,exact
7176,2872169,ENG-Premier League,2017-2018,Leicester,Liverpool,alias
7177,2872166,ENG-Premier League,2017-2018,Brighton,Newcastle United,alias
7178,2872165,ENG-Premier League,2017-2018,Arsenal,West Bromwich Albion,exact
7179,2872179,ENG-Premier League,2017-2018,Huddersfield,Tottenham,alias
7180,2872180,ENG-Premier League,2017-2018,Manchester United,Crystal Palace,exact
7181,2872182,ENG-Premier League,2017-2018,Stoke,Southampton,alias
7182,2872183,ENG-Premier League,2017-2018,West Bromwich Albion,Watford,exact
7183,2872184,ENG-Premier League,2017-2018,West Ham,Swansea,alias
7184,2872175,ENG-Premier League,2017-2018,Bournemouth,Leicester,alias
7185,2872177,ENG-Premier League,2017-2018,Chelsea,Manchester City,exact
7186,2872176,ENG-Premier League,2017-2018,Arsenal,Brighton,alias
7187,2872178,ENG-Premier League,2017-2018,Everton,Burnley,exact
7188,2872181,ENG-Premier League,2017-2018,Newcastle United,Liverpool,exact
7193,2872189,ENG-Premier League,2017-2018,Liverpool,Manchester United,exact
7190,2872186,ENG-Premier League,2017-2018,Burnley,West Ham,alias
7191,2872187,ENG-Premier League,2017-2018,Crystal Palace,Chelsea,exact
7194,2872190,ENG-Premier League,2017-2018,Manchester City,Stoke,alias
7196,2872192,ENG-Premier League,2017-2018,Swansea,Huddersfield,alias
7197,2872193,ENG-Premier League,2017-2018,Tottenham,Bournemouth,alias
7198,2872194,ENG-Premier League,2017-2018,Watford,Arsenal,exact
7189,2872185,ENG-Premier League,2017-2018,Brighton,Everton,alias
7195,2872191,ENG-Premier League,2017-2018,Southampton,Newcastle United,exact
7192,2872188,ENG-Premier League,2017-2018,Leicester,West Bromwich Albion,alias
7208,2872204,ENG-Premier League,2017-2018,West Ham,Brighton,alias
7201,2872197,ENG-Premier League,2017-2018,Huddersfield,Manchester United,alias
7202,2872198,ENG-Premier League,2017-2018,Manchester City,Burnley,exact
7203,2872199,ENG-Premier League,2017-2018,Newcastle United,Crystal Palace,exact
7205,2872201,ENG-Premier League,2017-2018,Stoke,Bournemouth,alias
7206,2872202,ENG-Premier League,2017-2018,Swansea,Leicester,alias
7204,2872200,ENG-Premier League,2017-2018,Southampton,West Bromwich Albion,exact
7199,2872195,ENG-Premier League,2017-2018,Chelsea,Watford,exact
7200,2872196,ENG-Premier League,2017-2018,Everton,Arsenal,exact
7207,2872203,ENG-Premier League,2017-2018,Tottenham,Liverpool,alias
7218,2872212,ENG-Premier League,2017-2018,Manchester United,Tottenham,alias
7209,2872206,ENG-Premier League,2017-2018,Arsenal,Swansea,alias
7213,2872209,ENG-Premier League,2017-2018,Crystal Palace,West Ham,alias
7215,2872214,ENG-Premier League,2017-2018,West Bromwich Albion,Manchester City,exact
7216,2872213,ENG-Premier League,2017-2018,Watford,Stoke,alias
7217,2872211,ENG-Premier League,2017-2018,Liverpool,Huddersfield,alias
7210,2872205,ENG-Premier League,2017-2018,Bournemouth,Chelsea,exact
7211,2872207,ENG-Premier League,2017-2018,Brighton,Southampton,alias
7214,2872210,ENG-Premier League,2017-2018,Leicester,Everton,alias
7212,2872208,ENG-Premier League,2017-2018,Burnley,Newcastle United,exact
7224,2872221,ENG-Premier League,2017-2018,Stoke,Leicester,alias
7221,2872217,ENG-Premier League,2017-2018,Huddersfield,West Bromwich Albion,alias
7222,2872219,ENG-Premier League,2017-2018,Newcastle United,Bournemouth,exact
7223,2872220,ENG-Premier League,2017-2018,Southampton,Burnley,exact
7225,2872222,ENG-Premier League,2017-2018,Swansea,Brighton,alias
7227,2872224,ENG-Premier League,2017-2018,West Ham,Liverpool,alias
7226,2872223,ENG-Premier League,2017-2018,Tottenham,Crystal Palace,alias
7228,2872218,ENG-Premier League,2017-2018,Manchester City,Arsenal,exact
7219,2872215,ENG-Premier League,2017-2018,Chelsea,Manchester United,exact
7220,2872216,ENG-Premier League,2017-2018,Everton,Watford,exact
7236,2872226,ENG-Premier League,2017-2018,Arsenal,Tottenham,alias
7229,2872234,ENG-Premier League,2017-2018,West Bromwich Albion,Chelsea,exact
7231,2872231,ENG-Premier League,2017-2018,Liverpool,Southampton,exact
7233,2872228,ENG-Premier League,2017-2018,Burnley,Swansea,alias
7234,2872229,ENG-Premier League,2017-2018,Crystal Palace,Everton,exact
7235,2872230,ENG-Premier League,2017-2018,Leicester,Manchester City,alias
7237,2872225,ENG-Premier League,2017-2018,Bournemouth,Huddersfield,alias
7232,2872232,ENG-Premier League,2017-2018,Manchester United,Newcastle United,exact
7230,2872233,ENG-Premier League,2017-2018,Watford,West Ham,alias
7238,2872227,ENG-Premier League,2017-2018,Brighton,Stoke,alias
7247,2872244,ENG-Premier League,2017-2018,West Ham,Leicester,alias
7239,2872243,ENG-Premier League,2017-2018,Tottenham,West Bromwich Albion,alias
7240,2872242,ENG-Premier League,2017-2018,Swansea,Bournemouth,alias
7242,2872240,ENG-Premier League,2017-2018,Newcastle United,Watford,exact
7243,2872239,ENG-Premier League,2017-2018,Manchester United,Brighton,alias
7246,2872236,ENG-Premier League,2017-2018,Crystal Palace,Stoke,alias
7244,2872238,ENG-Premier League,2017-2018,Liverpool,Chelsea,exact
7241,2872241,ENG-Premier League,2017-2018,Southampton,Everton,exact
7248,2872235,ENG-Premier League,2017-2018,Burnley,Arsenal,exact
7245,2872237,ENG-Premier League,2017-2018,Huddersfield,Manchester City,alias
7249,2872248,ENG-Premier League,2017-2018,Leicester,Tottenham,alias
7250,2872247,ENG-Premier League,2017-2018,Brighton,Crystal Palace,alias
7251,2872249,ENG-Premier League,2017-2018,Watford,Manchester United,exact
7252,2872250,ENG-Premier League,2017-2018,West Bromwich Albion,Newcastle United,exact
7253,2872245,ENG-Premier League,2017-2018,Bournemouth,Burnley,exact
7254,2872246,ENG-Premier League,2017-2018,Arsenal,Huddersfield,alias
7255,2872251,ENG-Premier League,2017-2018,Chelsea,Swansea,alias
7256,2872252,ENG-Premier League,2017-2018,Everton,West Ham,alias
7257,2872253,ENG-Premier League,2017-2018,Manchester City,Southampton,exact
7258,2872254,ENG-Premier League,2017-2018,Stoke,Liverpool,alias
7259,2872258,ENG-Premier League,2017-2018,Chelsea,Newcastle United,exact
7260,2872259,ENG-Premier League,2017-2018,Everton,Huddersfield,alias
7261,2872260,ENG-Premier League,2017-2018,Leicester,Burnley,alias
7263,2872262,ENG-Premier League,2017-2018,Stoke,Swansea,alias
7264,2872263,ENG-Premier League,2017-2018,Watford,Tottenham,alias
7265,2872264,ENG-Premier League,2017-2018,West Bromwich Albion,Crystal Palace,exact
7268,2872257,ENG-Premier League,2017-2018,Brighton,Liverpool,alias
7266,2872256,ENG-Premier League,2017-2018,Arsenal,Manchester United,exact
7267,2872255,ENG-Premier League,2017-2018,Bournemouth,Southampton,exact
7262,2872261,ENG-Premier League,2017-2018,Manchester City,West Ham,alias
7269,2872274,ENG-Premier League,2017-2018,West Ham,Chelsea,alias
7270,2872273,ENG-Premier League,2017-2018,Tottenham,Stoke,alias
7271,2872272,ENG-Premier League,2017-2018,Swansea,West Bromwich Albion,alias
7272,2872265,ENG-Premier League,2017-2018,Burnley,Watford,exact
7273,2872266,ENG-Premier League,2017-2018,Crystal Palace,Bournemouth,exact
7274,2872267,ENG-Premier League,2017-2018,Huddersfield,Brighton,alias
7277,2872270,ENG-Premier League,2017-2018,Newcastle United,Leicester,alias
7278,2872271,ENG-Premier League,2017-2018,Southampton,Arsenal,exact
7275,2872268,ENG-Premier League,2017-2018,Liverpool,Everton,exact
7276,2872269,ENG-Premier League,2017-2018,Manchester United,Manchester City,exact
7279,2872275,ENG-Premier League,2017-2018,Burnley,Stoke,alias
7280,2872277,ENG-Premier League,2017-2018,Huddersfield,Chelsea,alias
7282,2872276,ENG-Premier League,2017-2018,Crystal Palace,Watford,exact
7281,2872279,ENG-Premier League,2017-2018,Swansea,Manchester City,alias
7284,2872282,ENG-Premier League,2017-2018,Newcastle United,Everton,exact
7285,2872283,ENG-Premier League,2017-2018,Southampton,Leicester,alias
7283,2872278,ENG-Premier League,2017-2018,Manchester United,Bournemouth,exact
7286,2872280,ENG-Premier League,2017-2018,West Ham,Arsenal,alias
7287,2872281,ENG-Premier League,2017-2018,Liverpool,West Bromwich Albion,exact
7288,2872284,ENG-Premier League,2017-2018,Tottenham,Brighton,alias
7294,2872290,ENG-Premier League,2017-2018,Leicester,Crystal Palace,alias
7289,2872286,ENG-Premier League,2017-2018,Arsenal,Newcastle United,exact
7291,2872287,ENG-Premier League,2017-2018,Brighton,Burnley,alias
7292,2872288,ENG-Premier League,2017-2018,Chelsea,Southampton,exact
7296,2872293,ENG-Premier League,2017-2018,Watford,Huddersfield,alias
7297,2872292,ENG-Premier League,2017-2018,Stoke,West Ham,alias
7298,2872291,ENG-Premier League,2017-2018,Manchester City,Tottenham,alias
7295,2872294,ENG-Premier League,2017-2018,West Bromwich Albion,Manchester United,exact
7290,2872285,ENG-Premier League,2017-2018,Bournemouth,Liverpool,exact
7293,2872289,ENG-Premier League,2017-2018,Everton,Swansea,alias
7301,2872295,ENG-Premier League,2017-2018,Arsenal,Liverpool,exact
7303,2872304,ENG-Premier League,2017-2018,Everton,Chelsea,exact
7299,2872302,ENG-Premier League,2017-2018,Swansea,Crystal Palace,alias
7300,2872303,ENG-Premier League,2017-2018,West Ham,Newcastle United,alias
7305,2872296,ENG-Premier League,2017-2018,Brighton,Watford,alias
7306,2872301,ENG-Premier League,2017-2018,Stoke,West Bromwich Albion,alias
7307,2872300,ENG-Premier League,2017-2018,Southampton,Huddersfield,alias
7308,2872299,ENG-Premier League,2017-2018,Manchester City,Bournemouth,exact
7304,2872297,ENG-Premier League,2017-2018,Burnley,Tottenham,alias
7302,2872298,ENG-Premier League,2017-2018,Leicester,Manchester United,alias
7316,2872312,ENG-Premier League,2017-2018,Tottenham,Southampton,alias
7309,2872305,ENG-Premier League,2017-2018,Bournemouth,West Ham,alias
7310,2872306,ENG-Premier League,2017-2018,Chelsea,Brighton,alias
7312,2872308,ENG-Premier League,2017-2018,Huddersfield,Stoke,alias
7314,2872310,ENG-Premier League,2017-2018,Manchester United,Burnley,exact
7317,2872313,ENG-Premier League,2017-2018,Watford,Leicester,alias
7318,2872314,ENG-Premier League,2017-2018,West Bromwich Albion,Everton,exact
7313,2872309,ENG-Premier League,2017-2018,Liverpool,Swansea,alias
7315,2872311,ENG-Premier League,2017-2018,Newcastle United,Manchester City,exact
7311,2872307,ENG-Premier League,2017-2018,Crystal Palace,Arsenal,exact
7319,2872315,ENG-Premier League,2017-2018,Bournemouth,Everton,exact
7320,2872316,ENG-Premier League,2017-2018,Chelsea,Stoke,alias
