league,season,team,player,matches,minutes,dispossessed,miscontrol,dispossessed_p90,miscontrol_p90,turnovers_p90
ENG-Premier League,2015-2016,Liverpool,Jon Flanagan,5,436.0,6,3,1.2385321100917432,0.6192660550458716,1.857798165137615
ENG-Premier League,2015-2016,Liverpool,Jordan Brian Henderson,17,1350.0,9,17,0.6000000000000001,1.1333333333333333,1.7333333333333334
ENG-Premier League,2015-2016,Liverpool,Jordan Rossiter,1,20.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Liverpool,Jordon Ibe,27,1269.0,44,30,3.120567375886525,2.127659574468085,5.24822695035461
ENG-Premier League,2015-2016,Liverpool,João Carlos Vilaça Teixeira,1,8.0,1,0,11.25,0.0,11.25
ENG-Premier League,2015-2016,Liverpool,Kevin Linford Stewart,7,593.0,11,7,1.669477234401349,1.0623946037099494,2.7318718381112985
ENG-Premier League,2015-2016,Liverpool,Kolo Habib Touré,14,903.0,0,2,0.0,0.19933554817275748,0.19933554817275748
ENG-Premier League,2015-2016,Liverpool,Lucas Pezzini Leiva,27,2067.0,13,16,0.5660377358490566,0.6966618287373004,1.262699564586357
ENG-Premier League,2015-2016,Liverpool,Mamadou Sakho,22,1954.0,9,8,0.41453428863868985,0.368474923234391,0.7830092118730809
ENG-Premier League,2015-2016,Liverpool,Martin Škrtel,22,1994.0,2,5,0.09027081243731194,0.22567703109327983,0.3159478435305918
ENG-Premier League,2015-2016,Liverpool,Nathaniel Edwin Clyne,33,3139.0,36,32,1.0321758521822235,0.9174896463841988,1.9496654985664224
ENG-Premier League,2015-2016,Liverpool,Oluwaseyi Babajide Ojo,8,421.0,13,16,2.7790973871733966,3.420427553444181,6.199524940617577
ENG-Premier League,2015-2016,Liverpool,Pedro Chirivella Burgos,1,45.0,1,0,2.0,0.0,2.0
ENG-Premier League,2015-2016,Liverpool,Philippe Coutinho Correia,26,2112.0,60,52,2.5568181818181817,2.215909090909091,4.7727272727272725
ENG-Premier League,2015-2016,Liverpool,Roberto Firmino Barbosa de Oliveira,31,2050.0,71,63,3.1170731707317074,2.765853658536585,5.882926829268293
ENG-Premier League,2015-2016,Liverpool,Sergi Canós Tenes,1,13.0,1,1,6.923076923076923,6.923076923076923,13.846153846153847
ENG-Premier League,2015-2016,Liverpool,Simon Mignolet,34,3235.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Liverpool,Steven Caulker,3,18.0,0,1,0.0,5.0,5.0
ENG-Premier League,2015-2016,Liverpool,Ádám Bogdán,2,187.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester City,Aleksandar Kolarov,29,2410.0,27,12,1.008298755186722,0.4481327800829875,1.4564315352697095
ENG-Premier League,2015-2016,Manchester City,Bacary Sagna,28,2571.0,14,20,0.49008168028004667,0.7001166861143524,1.1901983663943991
ENG-Premier League,2015-2016,Manchester City,Bersant Celina,1,19.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester City,David Josué Jiménez Silva,24,1843.0,51,30,2.490504612045578,1.465002712967987,3.955507325013565
ENG-Premier League,2015-2016,Manchester City,Eliaquim Mangala,23,2104.0,11,5,0.4705323193916349,0.21387832699619772,0.6844106463878327
ENG-Premier League,2015-2016,Manchester City,Fabian Delph,17,797.0,16,15,1.8067754077791718,1.6938519447929736,3.5006273525721454
ENG-Premier League,2015-2016,Manchester City,Fernando Francisco Reges,24,1813.0,15,12,0.7446221731936017,0.5956977385548814,1.340319911748483
ENG-Premier League,2015-2016,Manchester City,Fernando Luiz Rosa,32,2770.0,37,30,1.2021660649819494,0.9747292418772563,2.1768953068592056
ENG-Premier League,2015-2016,Manchester City,Fernando Luiz Roza,1,95.0,1,2,0.9473684210526315,1.894736842105263,2.8421052631578947
ENG-Premier League,2015-2016,Manchester City,Gaël Clichy,14,1142.0,11,10,0.8669001751313485,0.7880910683012259,1.6549912434325744
ENG-Premier League,2015-2016,Manchester City,Gnégnéri Yaya Touré,32,2417.0,42,30,1.563922217625155,1.1170872983036824,2.6810095159288374
ENG-Premier League,2015-2016,Manchester City,Jesús Navas González,34,2403.0,43,40,1.610486891385768,1.4981273408239701,3.108614232209738
ENG-Premier League,2015-2016,Manchester City,Joe Hart,35,3264.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester City,Kelechi Promise Iheanacho,26,863.0,30,43,3.1286210892236386,4.484356894553882,7.612977983777521
ENG-Premier League,2015-2016,Manchester City,Kevin De Bruyne,25,2098.0,39,49,1.67302192564347,2.102001906577693,3.775023832221163
ENG-Premier League,2015-2016,Manchester City,Manuel García Alonso,1,15.0,1,0,6.0,0.0,6.0
ENG-Premier League,2015-2016,Manchester City,Martín Gastón Demichelis,20,1101.0,2,4,0.16348773841961853,0.32697547683923706,0.4904632152588556
ENG-Premier League,2015-2016,Manchester City,Nicolás Hernán Otamendi,30,2805.0,12,17,0.3850267379679144,0.5454545454545454,0.9304812834224598
ENG-Premier League,2015-2016,Manchester City,Pablo Javier Zabaleta Girod,13,1118.0,9,9,0.7245080500894455,0.7245080500894455,1.449016100178891
ENG-Premier League,2015-2016,Manchester City,Patrick Roberts,1,10.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester City,Raheem Sterling,31,1997.0,63,69,2.8392588883324987,3.1096644967451175,5.948923385077617
ENG-Premier League,2015-2016,Manchester City,Samir Nasri,12,586.0,13,4,1.9965870307167235,0.6143344709897611,2.6109215017064846
ENG-Premier League,2015-2016,Manchester City,Sergio Leonel Agüero del Castillo,30,2426.0,112,87,4.1549876339653755,3.2275350370981037,7.382522671063479
ENG-Premier League,2015-2016,Manchester City,Vincent Kompany,14,1239.0,1,4,0.07263922518159806,0.29055690072639223,0.3631961259079903
ENG-Premier League,2015-2016,Manchester City,Wilfredo Daniel Caballero,4,331.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester City,Wilfried Guemiand Bony,26,1308.0,30,43,2.064220183486239,2.958715596330275,5.022935779816514
ENG-Premier League,2015-2016,Manchester United,Adnan Januzaj,5,163.0,6,3,3.3128834355828225,1.6564417177914113,4.969325153374234
ENG-Premier League,2015-2016,Manchester United,Ander Herrera Agüera,27,1608.0,35,35,1.9589552238805972,1.9589552238805972,3.9179104477611943
ENG-Premier League,2015-2016,Manchester United,Andreas Hoelgebaum Pereira,4,104.0,2,4,1.7307692307692308,3.4615384615384617,5.1923076923076925
ENG-Premier League,2015-2016,Manchester United,Anthony Martial,31,2770.0,135,119,4.386281588447654,3.8664259927797833,8.252707581227437
ENG-Premier League,2015-2016,Manchester United,Ashley Young,18,1129.0,16,8,1.2754650132860939,0.6377325066430469,1.9131975199291409
ENG-Premier League,2015-2016,Manchester United,Bastian Schweinsteiger,18,1263.0,26,19,1.852731591448931,1.3539192399049882,3.2066508313539193
ENG-Premier League,2015-2016,Manchester United,Cameron Borthwick-Jackson,10,741.0,7,8,0.8502024291497976,0.97165991902834,1.8218623481781377
ENG-Premier League,2015-2016,Manchester United,Chris Smalling,35,3315.0,8,9,0.2171945701357466,0.24434389140271492,0.46153846153846156
ENG-Premier League,2015-2016,Manchester United,Daley Blind,35,3269.0,11,11,0.3028449066992964,0.3028449066992964,0.6056898133985928
ENG-Premier League,2015-2016,Manchester United,David de Gea Quintana,34,3224.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester United,Donald Love,1,58.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester United,Faustino Marcos Alberto Rojo,16,1296.0,13,2,0.9027777777777777,0.1388888888888889,1.0416666666666665
ENG-Premier League,2015-2016,Manchester United,Guillermo Varela Olivera,4,337.0,7,2,1.8694362017804154,0.5341246290801187,2.403560830860534
ENG-Premier League,2015-2016,Manchester United,James Weir,1,2.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester United,James Wilson,1,12.0,2,1,15.0,7.5,22.5
ENG-Premier League,2015-2016,Manchester United,Javier Hernández Balcázar,1,28.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester United,Jesse Lingard,25,1712.0,33,41,1.7348130841121494,2.1553738317757007,3.89018691588785
ENG-Premier League,2015-2016,Manchester United,Juan Manuel Mata García,38,3074.0,51,39,1.4931685100845804,1.1418347430058555,2.635003253090436
ENG-Premier League,2015-2016,Manchester United,Luis Antonio Valencia Mosquera,14,917.0,8,10,0.7851690294438386,0.9814612868047983,1.7666303162486368
ENG-Premier League,2015-2016,Manchester United,Luke Shaw,5,474.0,7,2,1.3291139240506329,0.37974683544303794,1.7088607594936709
ENG-Premier League,2015-2016,Manchester United,Marcus Rashford,11,876.0,28,31,2.8767123287671232,3.1849315068493147,6.061643835616438
ENG-Premier League,2015-2016,Manchester United,Marouane Fellaini-Bakkioui,18,1118.0,28,22,2.2540250447227193,1.7710196779964222,4.025044722719142
ENG-Premier League,2015-2016,Manchester United,Matteo Darmian,28,2001.0,17,11,0.7646176911544228,0.4947526236881559,1.2593703148425788
ENG-Premier League,2015-2016,Manchester United,Memphis Depay,29,1599.0,66,62,3.7148217636022514,3.4896810506566607,7.2045028142589125
ENG-Premier League,2015-2016,Manchester United,Michael Carrick,28,2072.0,19,10,0.8252895752895754,0.4343629343629343,1.2596525096525097
ENG-Premier League,2015-2016,Manchester United,Morgan Schneiderlin,29,2331.0,25,14,0.9652509652509653,0.5405405405405406,1.505791505791506
ENG-Premier League,2015-2016,Manchester United,Nick Powell,1,24.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester United,Paddy McNair,8,344.0,4,3,1.0465116279069768,0.7848837209302325,1.8313953488372094
ENG-Premier League,2015-2016,Manchester United,Phil Jones,10,567.0,1,2,0.15873015873015872,0.31746031746031744,0.47619047619047616
ENG-Premier League,2015-2016,Manchester United,Sergio Germán Romero,4,379.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Manchester United,Timothy Evans Fosu-Mensah,8,296.0,2,1,0.6081081081081081,0.30405405405405406,0.9121621621621622
ENG-Premier League,2015-2016,Manchester United,Wayne Mark Rooney,28,2520.0,50,67,1.7857142857142856,2.392857142857143,4.178571428571429
ENG-Premier League,2015-2016,Manchester United,Will Keane,1,10.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Newcastle United,Aleksandar Mitrović,34,2349.0,72,109,2.758620689655172,4.176245210727969,6.934865900383141
ENG-Premier League,2015-2016,Newcastle United,Andros Townsend,13,1136.0,41,33,3.2482394366197185,2.61443661971831,5.862676056338028
ENG-Premier League,2015-2016,Newcastle United,Ayoze Pérez Gutiérrez,34,2169.0,74,74,3.0705394190871367,3.0705394190871367,6.141078838174273
ENG-Premier League,2015-2016,Newcastle United,Chancel Mbemba Mangulu,33,3089.0,9,8,0.26222078342505667,0.23308514082227258,0.4953059242473292
ENG-Premier League,2015-2016,Newcastle United,Cheik Ismaël Tioté,20,1266.0,19,7,1.3507109004739337,0.49763033175355453,1.8483412322274884
ENG-Premier League,2015-2016,Newcastle United,Daryl Janmaat,32,2948.0,29,25,0.8853459972862958,0.7632293080054273,1.6485753052917231
ENG-Premier League,2015-2016,Newcastle United,Emmanuel Rivière,3,74.0,2,5,2.4324324324324325,6.081081081081082,8.513513513513514
ENG-Premier League,2015-2016,Newcastle United,Fabricio Coloccini,26,2467.0,7,3,0.25537089582488853,0.10944466963923795,0.36481556546412647
ENG-Premier League,2015-2016,Newcastle United,Florian Thauvin,13,478.0,19,13,3.577405857740586,2.4476987447698746,6.02510460251046
ENG-Premier League,2015-2016,Newcastle United,Gabriel Antoine Obertan,5,298.0,6,3,1.8120805369127515,0.9060402684563758,2.7181208053691273
ENG-Premier League,2015-2016,Newcastle United,Georginio Wijnaldum,38,3324.0,70,69,1.895306859205776,1.8682310469314078,3.763537906137184
ENG-Premier League,2015-2016,Newcastle United,Henri Saivet,4,161.0,2,2,1.1180124223602483,1.1180124223602483,2.2360248447204967
ENG-Premier League,2015-2016,Newcastle United,Ivan Toney,2,26.0,1,1,3.4615384615384617,3.4615384615384617,6.923076923076923
ENG-Premier League,2015-2016,Newcastle United,Jack Colback,29,2478.0,26,9,0.9443099273607748,0.3268765133171913,1.271186440677966
ENG-Premier League,2015-2016,Newcastle United,Jamaal Lascelles,18,1241.0,5,8,0.362610797743755,0.580177276390008,0.9427880741337631
ENG-Premier League,2015-2016,Newcastle United,Jamie Sterry,1,11.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Newcastle United,Jonjo Shelvey,15,1115.0,7,6,0.5650224215246636,0.484304932735426,1.0493273542600896
ENG-Premier League,2015-2016,Newcastle United,Karl Darlow,9,856.0,0,1,0.0,0.10514018691588785,0.10514018691588785
ENG-Premier League,2015-2016,Newcastle United,Kevin Mbabu,3,155.0,3,1,1.7419354838709677,0.5806451612903226,2.3225806451612905
ENG-Premier League,2015-2016,Newcastle United,Massadio Haïdara,7,583.0,11,5,1.6981132075471697,0.7718696397941681,2.469982847341338
ENG-Premier League,2015-2016,Newcastle United,Moussa Sissoko,37,3378.0,93,84,2.4777975133214922,2.238010657193606,4.715808170515098
ENG-Premier League,2015-2016,Newcastle United,Papiss Demba Cissé,21,1114.0,22,61,1.7773788150807899,4.92818671454219,6.70556552962298
ENG-Premier League,2015-2016,Newcastle United,Paul Dummett,23,1983.0,6,7,0.2723146747352496,0.3177004538577912,0.5900151285930408
ENG-Premier League,2015-2016,Newcastle United,Rob Elliot,21,1997.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Newcastle United,Rolando Aarons,10,424.0,5,14,1.0613207547169812,2.9716981132075473,4.033018867924529
ENG-Premier League,2015-2016,Newcastle United,Seydou Doumbia,3,46.0,3,4,5.869565217391304,7.826086956521739,13.695652173913043
ENG-Premier League,2015-2016,Newcastle United,Siem Stefan de Jong,18,526.0,12,8,2.0532319391634983,1.3688212927756653,3.422053231939164
ENG-Premier League,2015-2016,Newcastle United,Steven Taylor,10,853.0,0,2,0.0,0.21101992966002342,0.21101992966002342
ENG-Premier League,2015-2016,Newcastle United,Timothy Michael Krul,8,762.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Newcastle United,Vurnon Anita,28,2198.0,15,11,0.6141947224749772,0.45040946314831665,1.0646041856232937
ENG-Premier League,2015-2016,Newcastle United,Yoan Gouffran,8,260.0,9,1,3.1153846153846154,0.34615384615384615,3.4615384615384617
ENG-Premier League,2015-2016,Norwich City,Alexander Banor Tettey,23,2051.0,18,10,0.7898586055582643,0.43881033642125794,1.2286689419795223
ENG-Premier League,2015-2016,Norwich City,Andre Wisdom,10,869.0,10,6,1.0356731875719218,0.621403912543153,1.6570771001150748
ENG-Premier League,2015-2016,Norwich City,Bradley Johnson,4,172.0,6,3,3.13953488372093,1.569767441860465,4.709302325581395
ENG-Premier League,2015-2016,Norwich City,Cameron Jerome,34,1880.0,34,58,1.627659574468085,2.776595744680851,4.404255319148936
ENG-Premier League,2015-2016,Norwich City,Declan Rudd,11,1045.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Norwich City,Dieumerci Mbokani Bezua,29,1721.0,51,71,2.6670540383497965,3.7129575828006973,6.380011621150494
ENG-Premier League,2015-2016,Norwich City,Gary Hooper,2,22.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Norwich City,Gary O''Neil,27,1947.0,21,15,0.9707241910631742,0.6933744221879815,1.6640986132511557
ENG-Premier League,2015-2016,Norwich City,Graham Dorrans,21,1355.0,17,11,1.1291512915129152,0.7306273062730627,1.859778597785978
ENG-Premier League,2015-2016,Norwich City,Ivo Daniel Ferreira Mendonca Pinto,10,862.0,12,16,1.2529002320185614,1.6705336426914152,2.9234338747099766
ENG-Premier League,2015-2016,Norwich City,John Ruddy,27,2569.0,1,0,0.035033086804203965,0.0,0.035033086804203965
ENG-Premier League,2015-2016,Norwich City,Jonathan Howson,36,3111.0,43,33,1.2439729990356798,0.9546769527483124,2.198649951783992
ENG-Premier League,2015-2016,Norwich City,Kyle Lafferty,1,21.0,1,0,4.285714285714286,0.0,4.285714285714286
ENG-Premier League,2015-2016,Norwich City,Lewis Grabban,6,266.0,8,5,2.706766917293233,1.6917293233082706,4.398496240601504
ENG-Premier League,2015-2016,Norwich City,Martin Olsson,24,1889.0,18,18,0.8575966119640022,0.8575966119640022,1.7151932239280043
ENG-Premier League,2015-2016,Norwich City,Matt Jarvis,19,1065.0,17,17,1.4366197183098592,1.4366197183098592,2.8732394366197185
ENG-Premier League,2015-2016,Norwich City,Nathan Redmond,35,2487.0,60,48,2.1712907117008444,1.7370325693606754,3.90832328106152
ENG-Premier League,2015-2016,Norwich City,Patrick Bamford,7,264.0,12,11,4.090909090909091,3.75,7.840909090909091
ENG-Premier League,2015-2016,Norwich City,Robert Brady,36,3136.0,38,53,1.090561224489796,1.521045918367347,2.6116071428571432
ENG-Premier League,2015-2016,Norwich City,Russell Martin,30,2852.0,9,6,0.28401122019635344,0.18934081346423562,0.4733520336605891
ENG-Premier League,2015-2016,Norwich City,Ryan Bennett,22,1937.0,0,2,0.0,0.09292720702116676,0.09292720702116676
ENG-Premier League,2015-2016,Norwich City,Steven Naismith,13,888.0,18,19,1.8243243243243243,1.9256756756756757,3.75
ENG-Premier League,2015-2016,Norwich City,Steven Whittaker,8,759.0,6,5,0.7114624505928854,0.5928853754940712,1.3043478260869565
ENG-Premier League,2015-2016,Norwich City,Sébastien Aymar Bassong Nguena,32,2948.0,7,6,0.21370420624151967,0.18317503392130258,0.3968792401628223
ENG-Premier League,2015-2016,Norwich City,Timm Klose,10,894.0,1,1,0.10067114093959731,0.10067114093959731,0.20134228187919462
ENG-Premier League,2015-2016,Norwich City,Vadis Odjidja-Ofoe,10,318.0,13,8,3.6792452830188678,2.2641509433962264,5.943396226415095
ENG-Premier League,2015-2016,Norwich City,Wes Hoolahan,30,2042.0,58,45,2.5563173359451516,1.9833496571988247,4.539666993143976
ENG-Premier League,2015-2016,Norwich City,Youssouf Chafiq Mulumbu Ngangu,7,384.0,7,3,1.640625,0.703125,2.34375
ENG-Premier League,2015-2016,Southampton,Charlie Austin,7,236.0,6,5,2.288135593220339,1.906779661016949,4.194915254237288
ENG-Premier League,2015-2016,Southampton,Cédric Ricardo Alves Soares,24,2056.0,26,15,1.1381322957198443,0.6566147859922179,1.794747081712062
ENG-Premier League,2015-2016,Southampton,Dušan Tadić,34,2354.0,61,52,2.3322005097706033,1.9881053525913337,4.320305862361937
ENG-Premier League,2015-2016,Southampton,Fraser Forster,18,1715.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Southampton,Gastón Exequiel Ramírez Pereyra,3,46.0,0,2,0.0,3.9130434782608696,3.9130434782608696
ENG-Premier League,2015-2016,Southampton,Graziano Pellè,30,2312.0,60,85,2.3356401384083045,3.308823529411765,5.6444636678200695
ENG-Premier League,2015-2016,Southampton,Harrison Reed,1,15.0,0,1,0.0,6.0,6.0
ENG-Premier League,2015-2016,Southampton,James Ward-Prowse,33,1681.0,21,17,1.124330755502677,0.9101725163593098,2.0345032718619867
ENG-Premier League,2015-2016,Southampton,Jay Rodriguez,12,393.0,10,14,2.2900763358778624,3.2061068702290076,5.4961832061068705
ENG-Premier League,2015-2016,Southampton,Jordy Clasie,22,1574.0,12,7,0.6861499364675985,0.40025412960609913,1.0864040660736975
ENG-Premier League,2015-2016,Southampton,José Miguel da Rocha Fonte,37,3351.0,9,7,0.24171888988361684,0.18800358102059087,0.4297224709042077
ENG-Premier League,2015-2016,Southampton,Juan Miguel Jiménez López,12,237.0,6,2,2.278481012658228,0.7594936708860759,3.037974683544304
ENG-Premier League,2015-2016,Southampton,Kelvin Davis,1,96.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Southampton,Maarten Stekelenburg,17,1615.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Southampton,Matt Targett,14,1113.0,9,4,0.7277628032345014,0.3234501347708895,1.051212938005391
ENG-Premier League,2015-2016,Southampton,Maya Yoshida,20,1112.0,6,3,0.48561151079136694,0.24280575539568347,0.7284172661870504
ENG-Premier League,2015-2016,Southampton,Oriol Romeu Vidal,29,1730.0,14,14,0.7283236994219653,0.7283236994219653,1.4566473988439306
ENG-Premier League,2015-2016,Southampton,Paulo Dino Gazzaniga,2,189.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Southampton,Rhu-endly Martina,15,1152.0,6,6,0.46875,0.46875,0.9375
ENG-Premier League,2015-2016,Southampton,Ryan Bertrand,32,3047.0,28,25,0.8270429931079751,0.7384312438464063,1.5654742369543815
ENG-Premier League,2015-2016,Southampton,Sadio Mané,37,2709.0,79,95,2.6245847176079735,3.1561461794019934,5.780730897009967
ENG-Premier League,2015-2016,Southampton,Shane Long,28,2233.0,40,81,1.61218092252575,3.2646663681146437,4.876847290640393
ENG-Premier League,2015-2016,Southampton,Steven Caulker,3,159.0,1,1,0.5660377358490566,0.5660377358490566,1.1320754716981132
ENG-Premier League,2015-2016,Southampton,Steven Davis,34,2706.0,44,34,1.4634146341463417,1.130820399113082,2.594235033259424
ENG-Premier League,2015-2016,Southampton,Victor Wanyama,30,2697.0,30,29,1.0011123470522802,0.967741935483871,1.9688542825361512
ENG-Premier League,2015-2016,Southampton,Virgil van Dijk,34,3237.0,10,8,0.27803521779425394,0.22242817423540315,0.5004633920296571
ENG-Premier League,2015-2016,Stoke City,Bojan Krkíc Pérez,27,1751.0,36,50,1.8503712164477442,2.5699600228440893,4.4203312392918335
ENG-Premier League,2015-2016,Stoke City,Charlie Adam,22,1183.0,7,9,0.5325443786982248,0.6846999154691462,1.217244294167371
ENG-Premier League,2015-2016,Stoke City,Dionatan do Nascimento Teixeira,1,51.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Stoke City,Erik Pieters,35,3254.0,21,24,0.5808236017209588,0.6637984019668101,1.2446220036877689
ENG-Premier League,2015-2016,Stoke City,Geoff Cameron,30,2488.0,24,20,0.8681672025723474,0.7234726688102894,1.5916398713826367
ENG-Premier League,2015-2016,Stoke City,Gilbert Gianelli Imbula Wanga,14,1330.0,25,19,1.6917293233082706,1.2857142857142856,2.977443609022556
ENG-Premier League,2015-2016,Stoke City,Glen Johnson,25,2294.0,24,19,0.941586748038361,0.7454228421970357,1.6870095902353968
ENG-Premier League,2015-2016,Stoke City,Glenn Whelan,37,3305.0,22,15,0.5990922844175491,0.4084720121028744,1.0075642965204237
ENG-Premier League,2015-2016,Stoke City,Ibrahim Afellay,31,2264.0,41,38,1.6298586572438163,1.510600706713781,3.1404593639575973
ENG-Premier League,2015-2016,Stoke City,Jack Butland,31,2941.0,0,2,0.0,0.061203672220333225,0.061203672220333225
ENG-Premier League,2015-2016,Stoke City,Jakob Haugaard,5,427.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Stoke City,Jonathan Walters,27,1844.0,30,49,1.4642082429501084,2.391540130151844,3.855748373101952
ENG-Premier League,2015-2016,Stoke City,José Luis Sanmartín Mato,22,1182.0,20,32,1.5228426395939085,2.4365482233502536,3.9593908629441623
ENG-Premier League,2015-2016,Stoke City,Mame Biram Diouf,26,1381.0,13,47,0.8472121650977553,3.062997827661115,3.9102099927588703
ENG-Premier League,2015-2016,Stoke City,Marc Muniesa Martínez,15,1176.0,7,5,0.5357142857142857,0.38265306122448983,0.9183673469387755
ENG-Premier League,2015-2016,Stoke City,Marc Wilson,4,281.0,1,1,0.32028469750889677,0.32028469750889677,0.6405693950177935
ENG-Premier League,2015-2016,Stoke City,Marco van Ginkel,17,809.0,7,14,0.7787391841779975,1.557478368355995,2.3362175525339923
ENG-Premier League,2015-2016,Stoke City,Marko Arnautović,34,2908.0,51,79,1.578404401650619,2.444979367262724,4.023383768913343
ENG-Premier League,2015-2016,Stoke City,Osazemwinde Peter Odemwingie,5,127.0,5,4,3.543307086614173,2.8346456692913384,6.377952755905511
ENG-Premier League,2015-2016,Stoke City,Peter Crouch,11,514.0,8,15,1.4007782101167314,2.6264591439688716,4.027237354085603
ENG-Premier League,2015-2016,Stoke City,Phil Bardsley,11,865.0,5,6,0.5202312138728323,0.6242774566473989,1.1445086705202312
ENG-Premier League,2015-2016,Stoke City,Philipp Wollscheid,31,2830.0,4,6,0.127208480565371,0.1908127208480565,0.3180212014134275
ENG-Premier League,2015-2016,Stoke City,Ryan Shawcross,20,1834.0,1,4,0.04907306434023991,0.19629225736095965,0.24536532170119957
ENG-Premier League,2015-2016,Stoke City,Shay Given,3,237.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Stoke City,Stephen Ireland,13,305.0,4,7,1.180327868852459,2.0655737704918034,3.2459016393442623
ENG-Premier League,2015-2016,Stoke City,Steve Sidwell,1,16.0,1,0,5.625,0.0,5.625
ENG-Premier League,2015-2016,Stoke City,Xherdan Shaqiri,27,2058.0,49,61,2.142857142857143,2.667638483965015,4.810495626822158
ENG-Premier League,2015-2016,Sunderland,Adam Johnson,19,1225.0,24,18,1.7632653061224488,1.3224489795918366,3.0857142857142854
ENG-Premier League,2015-2016,Sunderland,Adam Matthews,1,43.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Sunderland,Billy Jones,24,2141.0,19,16,0.7986921999065858,0.6725829051844932,1.4712751050910788
ENG-Premier League,2015-2016,Sunderland,Costel Fane Pantilimon,17,1616.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Sunderland,Dame N''Doye,11,625.0,12,30,1.7279999999999998,4.32,6.048
ENG-Premier League,2015-2016,Sunderland,Danny Graham,10,387.0,8,9,1.8604651162790697,2.0930232558139537,3.953488372093023
ENG-Premier League,2015-2016,Sunderland,DeAndre Yedlin,23,1917.0,17,22,0.7981220657276996,1.0328638497652582,1.830985915492958
ENG-Premier League,2015-2016,Sunderland,Duncan Watmore,23,1020.0,38,40,3.3529411764705883,3.5294117647058822,6.882352941176471
ENG-Premier League,2015-2016,Sunderland,Fabio Borini,26,1968.0,62,56,2.835365853658536,2.5609756097560976,5.396341463414634
ENG-Premier League,2015-2016,Sunderland,George Honeyman,1,44.0,0,1,0.0,2.0454545454545454,2.0454545454545454
ENG-Premier League,2015-2016,Sunderland,Jack Rodwell,22,1277.0,12,10,0.8457321848081442,0.7047768206734535,1.5505090054815978
ENG-Premier League,2015-2016,Sunderland,Jan Kirchhoff,15,1104.0,17,15,1.3858695652173914,1.2228260869565217,2.608695652173913
ENG-Premier League,2015-2016,Sunderland,Jeremain Lens,20,1401.0,49,38,3.1477516059957176,2.441113490364026,5.5888650963597435
ENG-Premier League,2015-2016,Sunderland,Jermain Defoe,33,2695.0,35,54,1.168831168831169,1.803339517625232,2.9721706864564013
ENG-Premier League,2015-2016,Sunderland,John O''Shea,27,2039.0,4,2,0.17655713585090732,0.08827856792545366,0.264835703776361
ENG-Premier League,2015-2016,Sunderland,John O'Shea,1,96.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Sunderland,Jordan Pickford,2,189.0,0,0,0.0,0.0,0.0
ENG-Premier League,2015-2016,Sunderland,Jordi Gómez García-Penche,6,355.0,1,2,0.2535211267605634,0.5070422535211268,0.7605633802816901
ENG-Premier League,2015-2016,Sunderland,Lamine Koné,15,1389.0,4,6,0.25917926565874727,0.38876889848812096,0.6479481641468683
ENG-Premier League,2015-2016,Sunderland,Lee Cattermole,31,2313.0,23,15,0.8949416342412451,0.5836575875486382,1.4785992217898833
ENG-Premier League,2015-2016,Sunderland,Ola Toivonen,12,684.0,1,3,0.13157894736842105,0.39473684210526316,0.5263157894736842
ENG-Premier League,2015-2016,Sunderland,Patrick van Aanholt,33,3139.0,27,33,0.7741318891366678,0.9461611978337051,1.720293086970373
