league,season,team,player,matches,minutes,dispossessed,miscontrol,dispossessed_p90,miscontrol_p90,turnovers_p90
GER-Bundesliga,2023-2024,Bochum,Moritz Broschinski,1,33.0,0,2,0.0,5.454545454545455,5.454545454545455
GER-Bundesliga,2023-2024,Bochum,Noah Loosli,1,27.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bochum,Patrick Osterhage,2,190.0,5,3,2.3684210526315788,1.4210526315789473,3.789473684210526
GER-Bundesliga,2023-2024,Bochum,Philipp Förster,1,33.0,2,1,5.454545454545455,2.7272727272727275,8.181818181818183
GER-Bundesliga,2023-2024,Bochum,Philipp Hofmann,1,60.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Bochum,Takuma Asano,2,64.0,2,4,2.8125,5.625,8.4375
GER-Bundesliga,2023-2024,Bochum,Tim Oermann,2,85.0,1,2,1.0588235294117647,2.1176470588235294,3.1764705882352944
GER-Bundesliga,2023-2024,Borussia Dortmund,Antonios Papadopoulos,1,32.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Dortmund,Emre Can,2,163.0,3,2,1.6564417177914113,1.1042944785276074,2.7607361963190185
GER-Bundesliga,2023-2024,Borussia Dortmund,Felix Kalu Nmecha,1,31.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Dortmund,Gregor Kobel,2,194.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Dortmund,Ian Maatsen,1,45.0,0,3,0.0,6.0,6.0
GER-Bundesliga,2023-2024,Borussia Dortmund,Jadon Sancho,1,68.0,2,1,2.6470588235294117,1.3235294117647058,3.9705882352941178
GER-Bundesliga,2023-2024,Borussia Dortmund,Jamie Jermaine Bynoe-Gittens,2,146.0,8,7,4.931506849315069,4.315068493150685,9.246575342465754
GER-Bundesliga,2023-2024,Borussia Dortmund,Julian Brandt,2,177.0,3,4,1.5254237288135593,2.0338983050847457,3.559322033898305
GER-Bundesliga,2023-2024,Borussia Dortmund,Julian Ryerson,2,194.0,4,2,1.8556701030927836,0.9278350515463918,2.783505154639175
GER-Bundesliga,2023-2024,Borussia Dortmund,Julien Duranville,1,17.0,3,0,15.882352941176471,0.0,15.882352941176471
GER-Bundesliga,2023-2024,Borussia Dortmund,Karim-David Adeyemi,1,31.0,0,3,0.0,8.709677419354838,8.709677419354838
GER-Bundesliga,2023-2024,Borussia Dortmund,Marcel Sabitzer,2,194.0,1,2,0.4639175257731959,0.9278350515463918,1.3917525773195876
GER-Bundesliga,2023-2024,Borussia Dortmund,Marco Reus,2,114.0,2,2,1.5789473684210527,1.5789473684210527,3.1578947368421053
GER-Bundesliga,2023-2024,Borussia Dortmund,Marius Wolf,2,149.0,0,1,0.0,0.6040268456375839,0.6040268456375839
GER-Bundesliga,2023-2024,Borussia Dortmund,Mats Hummels,2,194.0,0,1,0.0,0.4639175257731959,0.4639175257731959
GER-Bundesliga,2023-2024,Borussia Dortmund,Niclas Füllkrug,2,194.0,1,5,0.4639175257731959,2.319587628865979,2.783505154639175
GER-Bundesliga,2023-2024,Borussia Dortmund,Nico Schlotterbeck,2,162.0,0,1,0.0,0.5555555555555556,0.5555555555555556
GER-Bundesliga,2023-2024,Borussia Dortmund,Salih Özcan,1,17.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Dortmund,Thomas Meunier,1,12.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Alassane Pléa,1,94.0,2,5,1.9148936170212765,4.787234042553192,6.702127659574469
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Christoph Kramer,1,17.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Florian Neuhaus,2,144.0,2,2,1.25,1.25,2.5
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Franck Honorat,2,147.0,0,2,0.0,1.2244897959183674,1.2244897959183674
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Grant-Leon Ranos,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Jonas Omlin,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Joseph Scally,2,189.0,3,0,1.4285714285714284,0.0,1.4285714285714284
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Julian Weigl,2,189.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Ko Itakura,1,87.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Kouadio Emmanuel Koné,1,78.0,1,3,1.1538461538461537,3.4615384615384617,4.615384615384615
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Luca Netz,1,95.0,2,0,1.894736842105263,0.0,1.894736842105263
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Lukas Ullrich,1,7.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Marvin Friedrich,2,189.0,0,1,0.0,0.47619047619047616,0.47619047619047616
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Maximilian Wöber,1,94.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Moritz Nicolas,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Nathan Ngoumou Minpole,2,83.0,3,2,3.253012048192771,2.168674698795181,5.421686746987952
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Nico Elvedi,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Robin Hack,2,89.0,2,1,2.0224719101123596,1.0112359550561798,3.033707865168539
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Rocco Reitz,2,62.0,2,3,2.903225806451613,4.354838709677419,7.258064516129032
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Shio Fukuda,1,17.0,1,2,5.294117647058823,10.588235294117647,15.882352941176471
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Stefan Lainer,1,26.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Theoson Jordan Siebatcheu,1,78.0,1,4,1.1538461538461537,4.615384615384615,5.769230769230768
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Tomáš Čvančara,1,78.0,2,4,2.3076923076923075,4.615384615384615,6.9230769230769225
GER-Bundesliga,2023-2024,Borussia Mönchengladbach,Yvandro Borges Sanches,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Andreas Müller,1,15.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Bartol Franjić,2,175.0,1,3,0.5142857142857142,1.542857142857143,2.057142857142857
GER-Bundesliga,2023-2024,Darmstadt 98,Christoph Klarer,2,110.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Christoph Zimmermann,2,163.0,0,2,0.0,1.1042944785276074,1.1042944785276074
GER-Bundesliga,2023-2024,Darmstadt 98,Emir Karic,2,165.0,0,1,0.0,0.5454545454545454,0.5454545454545454
GER-Bundesliga,2023-2024,Darmstadt 98,Fabian Holland,2,161.0,1,4,0.5590062111801242,2.2360248447204967,2.795031055900621
GER-Bundesliga,2023-2024,Darmstadt 98,Fabian Nürnberger,1,25.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Fabio Torsiello,1,29.0,0,1,0.0,3.103448275862069,3.103448275862069
GER-Bundesliga,2023-2024,Darmstadt 98,Filip Stojilković,1,37.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Gerrit Holtmann,1,64.0,2,3,2.8125,4.21875,7.03125
GER-Bundesliga,2023-2024,Darmstadt 98,Luca Pfeiffer,2,190.0,1,2,0.47368421052631576,0.9473684210526315,1.4210526315789473
GER-Bundesliga,2023-2024,Darmstadt 98,Marcel Schuhen,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Marvin Mehlem,2,97.0,2,3,1.8556701030927836,2.783505154639175,4.639175257731958
GER-Bundesliga,2023-2024,Darmstadt 98,Matej Maglica,2,107.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Matthias Bader,2,190.0,2,2,0.9473684210526315,0.9473684210526315,1.894736842105263
GER-Bundesliga,2023-2024,Darmstadt 98,Oscar Vilhelmsson,2,124.0,1,2,0.7258064516129032,1.4516129032258065,2.17741935483871
GER-Bundesliga,2023-2024,Darmstadt 98,Sebastian Polter,1,31.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Thomas Poppler Isherwood,1,58.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Darmstadt 98,Tim Skarke,2,132.0,2,2,1.3636363636363638,1.3636363636363638,2.7272727272727275
GER-Bundesliga,2023-2024,Darmstadt 98,Tobias Kempe,1,27.0,0,1,0.0,3.333333333333333,3.333333333333333
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Ansgar Knauff,2,122.0,0,4,0.0,2.9508196721311477,2.9508196721311477
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Aurélio Gabriel Ulineia Buta,2,112.0,3,1,2.4107142857142856,0.8035714285714285,3.214285714285714
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Elias Niklas Baum,1,24.0,1,1,3.75,3.75,7.5
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Ellyes Joris Skhiri,2,102.0,0,1,0.0,0.8823529411764706,0.8823529411764706
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Eric Junior Dina Ebimbe,2,150.0,4,2,2.4000000000000004,1.2000000000000002,3.6000000000000005
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Fares Chaïbi,2,161.0,2,1,1.1180124223602483,0.5590062111801242,1.6770186335403725
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Hrvoje Smolčić,1,33.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Hugo Ekitike,1,79.0,3,0,3.4177215189873418,0.0,3.4177215189873418
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Hugo Larsson,2,98.0,0,2,0.0,1.8367346938775508,1.8367346938775508
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Ignacio Ferri Julià,1,16.0,1,0,5.625,0.0,5.625
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Jean-Mattéo Bahoya Négoce,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Jens Petter Hauge,1,25.0,0,2,0.0,7.2,7.2
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Jessic Ngankam,1,14.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Kevin Trapp,2,191.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Lucas Silva Melo,2,191.0,1,1,0.47120418848167545,0.47120418848167545,0.9424083769633509
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Mario Götze,2,158.0,1,4,0.569620253164557,2.278481012658228,2.848101265822785
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Niels Nkounkou,2,165.0,1,3,0.5454545454545454,1.6363636363636362,2.1818181818181817
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Omar Marmoush,1,95.0,0,1,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Robin Koch,2,158.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Eintracht Frankfurt,Willian Joel Pacho Tenorio,2,191.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Adrian Beck,2,79.0,1,2,1.139240506329114,2.278481012658228,3.417721518987342
GER-Bundesliga,2023-2024,FC Heidenheim,Benedikt Gimber,1,81.0,0,1,0.0,1.1111111111111112,1.1111111111111112
GER-Bundesliga,2023-2024,FC Heidenheim,Denis Thomalla,1,16.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Eren Sami Dinkçi,2,156.0,4,7,2.3076923076923075,4.038461538461538,6.346153846153846
GER-Bundesliga,2023-2024,FC Heidenheim,Florian Pick,2,49.0,1,0,1.8367346938775508,0.0,1.8367346938775508
GER-Bundesliga,2023-2024,FC Heidenheim,Jan Schöppner,1,62.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Jan-Niklas Beste,2,156.0,3,5,1.7307692307692308,2.884615384615384,4.615384615384615
GER-Bundesliga,2023-2024,FC Heidenheim,Jonas Föhrenbach,2,193.0,1,0,0.46632124352331605,0.0,0.46632124352331605
GER-Bundesliga,2023-2024,FC Heidenheim,Kevin Müller,2,193.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Kevin Sessa,2,50.0,0,2,0.0,3.6,3.6
GER-Bundesliga,2023-2024,FC Heidenheim,Lennard Maloney,2,193.0,1,0,0.46632124352331605,0.0,0.46632124352331605
GER-Bundesliga,2023-2024,FC Heidenheim,Marnon Busch,1,21.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Marvin Pieringer,2,32.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Nikola Dovedan,2,114.0,5,5,3.9473684210526314,3.9473684210526314,7.894736842105263
GER-Bundesliga,2023-2024,FC Heidenheim,Norman Theuerkauf,1,69.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Heidenheim,Omar Haktab Traorè,2,193.0,2,3,0.9326424870466321,1.3989637305699483,2.3316062176165806
GER-Bundesliga,2023-2024,FC Heidenheim,Patrick Mainka,2,193.0,1,1,0.46632124352331605,0.46632124352331605,0.9326424870466321
GER-Bundesliga,2023-2024,FC Heidenheim,Tim Kleindienst,2,176.0,3,4,1.534090909090909,2.0454545454545454,3.579545454545454
GER-Bundesliga,2023-2024,FC Heidenheim,Tim Siersleben,1,97.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Benno Schmitz,1,11.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Damion Lamar Downs,1,4.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Davie Selke,1,90.0,0,3,0.0,3.0,3.0
GER-Bundesliga,2023-2024,FC Köln,Dejan Ljubicic,2,187.0,0,1,0.0,0.48128342245989303,0.48128342245989303
GER-Bundesliga,2023-2024,FC Köln,Denis Huseinbašić,2,85.0,3,0,3.176470588235294,0.0,3.176470588235294
GER-Bundesliga,2023-2024,FC Köln,Eric Martel,2,156.0,2,0,1.1538461538461537,0.0,1.1538461538461537
GER-Bundesliga,2023-2024,FC Köln,Faride Alidou,2,142.0,2,4,1.267605633802817,2.535211267605634,3.802816901408451
GER-Bundesliga,2023-2024,FC Köln,Florian Kainz,1,94.0,1,1,0.9574468085106382,0.9574468085106382,1.9148936170212765
GER-Bundesliga,2023-2024,FC Köln,Jan Thielmann,1,93.0,1,0,0.967741935483871,0.0,0.967741935483871
GER-Bundesliga,2023-2024,FC Köln,Julian Chabot,2,187.0,0,2,0.0,0.9625668449197861,0.9625668449197861
GER-Bundesliga,2023-2024,FC Köln,Justin Diehl,1,4.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Leart Paqarada,2,119.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Linton Maina,1,82.0,0,1,0.0,1.0975609756097562,1.0975609756097562
GER-Bundesliga,2023-2024,FC Köln,Luca Jannis Kilian,1,4.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Marvin Schwäbe,2,187.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Mathias Flaga Olesen,1,20.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FC Köln,Max Finkgräfe,2,126.0,1,2,0.7142857142857142,1.4285714285714284,2.1428571428571423
GER-Bundesliga,2023-2024,FC Köln,Rasmus Carstensen,2,183.0,0,3,0.0,1.4754098360655739,1.4754098360655739
GER-Bundesliga,2023-2024,FC Köln,Sargis Adamyan,1,64.0,2,4,2.8125,5.625,8.4375
GER-Bundesliga,2023-2024,FC Köln,Steffen Tigges,2,32.0,1,1,2.8125,2.8125,5.625
GER-Bundesliga,2023-2024,FC Köln,Timo Hübers,2,187.0,1,0,0.48128342245989303,0.0,0.48128342245989303
GER-Bundesliga,2023-2024,FSV Mainz 05,Anthony Caci,2,190.0,0,1,0.0,0.47368421052631576,0.47368421052631576
GER-Bundesliga,2023-2024,FSV Mainz 05,Anwar El Ghazi,1,27.0,0,1,0.0,3.333333333333333,3.333333333333333
GER-Bundesliga,2023-2024,FSV Mainz 05,Aymen Barkok,1,27.0,0,1,0.0,3.333333333333333,3.333333333333333
GER-Bundesliga,2023-2024,FSV Mainz 05,Brajan Gruda,2,137.0,4,0,2.627737226277372,0.0,2.627737226277372
GER-Bundesliga,2023-2024,FSV Mainz 05,Danny Vieira da Costa,1,68.0,1,1,1.3235294117647058,1.3235294117647058,2.6470588235294117
GER-Bundesliga,2023-2024,FSV Mainz 05,Dominik Kohr,2,164.0,0,1,0.0,0.5487804878048781,0.5487804878048781
GER-Bundesliga,2023-2024,FSV Mainz 05,Edimilson Fernandes,1,95.0,1,0,0.9473684210526315,0.0,0.9473684210526315
GER-Bundesliga,2023-2024,FSV Mainz 05,Jae-Sung Lee,2,163.0,0,1,0.0,0.5521472392638037,0.5521472392638037
GER-Bundesliga,2023-2024,FSV Mainz 05,Jessic Ngankam,1,32.0,0,1,0.0,2.8125,2.8125
GER-Bundesliga,2023-2024,FSV Mainz 05,Josuha Guilavogui,1,37.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FSV Mainz 05,Karim Onisiwo,2,165.0,4,9,2.1818181818181817,4.909090909090909,7.090909090909091
GER-Bundesliga,2023-2024,FSV Mainz 05,Leandro Barreiro Martins,2,190.0,0,2,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2023-2024,FSV Mainz 05,Ludovic Ajorque,1,21.0,0,1,0.0,4.285714285714286,4.285714285714286
GER-Bundesliga,2023-2024,FSV Mainz 05,Marco Richter,1,12.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FSV Mainz 05,Nadiem Amiri,1,95.0,1,1,0.9473684210526315,0.9473684210526315,1.894736842105263
GER-Bundesliga,2023-2024,FSV Mainz 05,Philipp Mwene,1,95.0,1,1,0.9473684210526315,0.9473684210526315,1.894736842105263
GER-Bundesliga,2023-2024,FSV Mainz 05,Robin Zentner,2,190.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,FSV Mainz 05,Sepp van den Berg,2,190.0,0,1,0.0,0.47368421052631576,0.47368421052631576
GER-Bundesliga,2023-2024,FSV Mainz 05,Silvan Widmer,1,58.0,2,2,3.103448275862069,3.103448275862069,6.206896551724138
GER-Bundesliga,2023-2024,FSV Mainz 05,Stefan Bell,1,95.0,0,1,0.0,0.9473684210526315,0.9473684210526315
GER-Bundesliga,2023-2024,FSV Mainz 05,Tom Krauß,2,39.0,1,1,2.3076923076923075,2.3076923076923075,4.615384615384615
GER-Bundesliga,2023-2024,Freiburg,Christian Günter,1,95.0,1,0,0.9473684210526315,0.0,0.9473684210526315
GER-Bundesliga,2023-2024,Freiburg,Florent Muslija,1,35.0,0,1,0.0,2.571428571428571,2.571428571428571
GER-Bundesliga,2023-2024,Freiburg,Junior Chukwubuike Adamu,1,16.0,1,1,5.625,5.625,11.25
GER-Bundesliga,2023-2024,Freiburg,Kiliann Sildillia,2,191.0,1,2,0.47120418848167545,0.9424083769633509,1.4136125654450264
GER-Bundesliga,2023-2024,Freiburg,Lucas Höler,2,171.0,1,2,0.5263157894736842,1.0526315789473684,1.5789473684210527
GER-Bundesliga,2023-2024,Freiburg,Lukas Kübler,1,96.0,0,1,0.0,0.9375,0.9375
GER-Bundesliga,2023-2024,Freiburg,Manuel Gulde,2,125.0,0,1,0.0,0.72,0.72
GER-Bundesliga,2023-2024,Freiburg,Matthias Ginter,2,156.0,1,0,0.5769230769230769,0.0,0.5769230769230769
GER-Bundesliga,2023-2024,Freiburg,Maximilian Eggestein,1,66.0,1,1,1.3636363636363638,1.3636363636363638,2.7272727272727275
GER-Bundesliga,2023-2024,Freiburg,Maximilian Philipp,1,20.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Freiburg,Merlin Röhl,2,155.0,3,2,1.7419354838709677,1.1612903225806452,2.903225806451613
GER-Bundesliga,2023-2024,Freiburg,Michael Gregoritsch,2,65.0,0,2,0.0,2.769230769230769,2.769230769230769
GER-Bundesliga,2023-2024,Freiburg,Nicolas Höfler,2,191.0,3,0,1.413612565445026,0.0,1.413612565445026
GER-Bundesliga,2023-2024,Freiburg,Noah Atubolu,2,191.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Freiburg,Noah Weißhaupt,1,16.0,0,1,0.0,5.625,5.625
GER-Bundesliga,2023-2024,Freiburg,Philipp Lienhart,2,101.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Freiburg,Ritsu Doan,2,191.0,7,2,3.2984293193717273,0.9424083769633509,4.2408376963350785
GER-Bundesliga,2023-2024,Freiburg,Roland Sallai,1,60.0,1,1,1.5,1.5,3.0
GER-Bundesliga,2023-2024,Freiburg,Vincenzo Grifo,2,140.0,0,1,0.0,0.6428571428571428,0.6428571428571428
GER-Bundesliga,2023-2024,Freiburg,Yannik Keitel,1,20.0,1,1,4.5,4.5,9.0
GER-Bundesliga,2023-2024,Hoffenheim,Andrej Kramarić,2,75.0,0,1,0.0,1.2000000000000002,1.2000000000000002
GER-Bundesliga,2023-2024,Hoffenheim,Anton Stach,2,193.0,0,2,0.0,0.9326424870466321,0.9326424870466321
GER-Bundesliga,2023-2024,Hoffenheim,Bambasé Conté,1,9.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Hoffenheim,David Jurásek,1,97.0,0,2,0.0,1.8556701030927836,1.8556701030927836
GER-Bundesliga,2023-2024,Hoffenheim,Dennis Geiger,1,25.0,0,1,0.0,3.6,3.6
GER-Bundesliga,2023-2024,Hoffenheim,Finn Ole Becker,1,77.0,2,1,2.337662337662338,1.168831168831169,3.506493506493507
GER-Bundesliga,2023-2024,Hoffenheim,Florian Grillitsch,1,97.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Hoffenheim,Grischa Prömel,2,137.0,1,1,0.656934306569343,0.656934306569343,1.313868613138686
GER-Bundesliga,2023-2024,Hoffenheim,Ihlas Bebou,2,46.0,1,4,1.9565217391304348,7.826086956521739,9.782608695652174
GER-Bundesliga,2023-2024,Hoffenheim,Kevin Akpoguma,1,87.0,0,1,0.0,1.0344827586206897,1.0344827586206897
GER-Bundesliga,2023-2024,Hoffenheim,Kevin Vogt,1,96.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Hoffenheim,Marius Bülter,2,116.0,1,1,0.7758620689655172,0.7758620689655172,1.5517241379310345
GER-Bundesliga,2023-2024,Hoffenheim,Maximilian Beier,2,157.0,0,3,0.0,1.7197452229299361,1.7197452229299361
GER-Bundesliga,2023-2024,Hoffenheim,Mërgim Berisha,1,9.0,0,1,0.0,10.0,10.0
GER-Bundesliga,2023-2024,Hoffenheim,Oliver Baumann,2,193.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Hoffenheim,Ozan Muhammed Kabak,2,193.0,0,1,0.0,0.46632124352331605,0.46632124352331605
GER-Bundesliga,2023-2024,Hoffenheim,Pavel Kadeřábek,1,97.0,0,1,0.0,0.9278350515463918,0.9278350515463918
GER-Bundesliga,2023-2024,Hoffenheim,Robert Skov,1,77.0,0,2,0.0,2.337662337662338,2.337662337662338
GER-Bundesliga,2023-2024,Hoffenheim,Tim Drexler,1,97.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,Hoffenheim,Umut Tohumcu,1,72.0,3,2,3.75,2.5,6.25
GER-Bundesliga,2023-2024,Hoffenheim,Wout Weghorst,2,173.0,2,4,1.0404624277456647,2.0809248554913293,3.121387283236994
GER-Bundesliga,2023-2024,RB Leipzig,Benjamin Henrichs,2,117.0,0,1,0.0,0.7692307692307693,0.7692307692307693
GER-Bundesliga,2023-2024,RB Leipzig,Benjamin Šeško,1,73.0,4,1,4.931506849315069,1.2328767123287672,6.164383561643836
GER-Bundesliga,2023-2024,RB Leipzig,Christoph Baumgartner,1,21.0,1,1,4.285714285714286,4.285714285714286,8.571428571428571
GER-Bundesliga,2023-2024,RB Leipzig,Daniel Olmo Carvajal,2,170.0,1,3,0.5294117647058824,1.588235294117647,2.1176470588235294
GER-Bundesliga,2023-2024,RB Leipzig,David Raum,2,191.0,2,0,0.9424083769633509,0.0,0.9424083769633509
GER-Bundesliga,2023-2024,RB Leipzig,Eljif Elmas,1,12.0,1,0,7.5,0.0,7.5
GER-Bundesliga,2023-2024,RB Leipzig,Emil Peter Forsberg,1,22.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,RB Leipzig,Fabio Carvalho,1,13.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,RB Leipzig,Ikoma Loïs Openda,2,169.0,3,3,1.5976331360946745,1.5976331360946745,3.195266272189349
GER-Bundesliga,2023-2024,RB Leipzig,Janis Blaswich,2,191.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,RB Leipzig,Junior Castello Lukeba,2,130.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,RB Leipzig,Kevin Kampl,2,56.0,1,0,1.607142857142857,0.0,1.607142857142857
GER-Bundesliga,2023-2024,RB Leipzig,Lukas Klostermann,1,95.0,0,0,0.0,0.0,0.0
GER-Bundesliga,2023-2024,RB Leipzig,Mohamed Simakan,2,170.0,0,1,0.0,0.5294117647058824,0.5294117647058824
GER-Bundesliga,2023-2024,RB Leipzig,Nicolas Seiwald,2,135.0,1,1,0.6666666666666667,0.6666666666666667,1.3333333333333335
GER-Bundesliga,2023-2024,RB Leipzig,Timo Werner,1,61.0,4,1,5.901639344262295,1.4754098360655739,7.3770491803278695
GER-Bundesliga,2023-2024,RB Leipzig,Willi Orban,1,96.0,0,1,0.0,0.9375,0.9375
GER-Bundesliga,2023-2024,RB Leipzig,Xaver Schlager,2,178.0,2,2,1.0112359550561798,1.0112359550561798,2.0224719101123596
GER-Bundesliga,2023-2024,RB Leipzig,Xavi Simons,2,144.0,4,5,2.5,3.125,5.625
GER-Bundesliga,2023-2024,RB Leipzig,Yussuf Yurary Poulsen,2,57.0,1,1,1.5789473684210527,1.5789473684210527,3.1578947368421053
GER-Bundesliga,2023-2024,Union Berlin,Alex Král,2,128.0,1,0,0.703125,0.0,0.703125
GER-Bundesliga,2023-2024,Union Berlin,András Schäfer,1,62.0,0,2,0.0,2.903225806451613,2.903225806451613
GER-Bundesliga,2023-2024,Union Berlin,Aïssa Bilal Laïdouni,2,129.0,2,2,1.3953488372093024,1.3953488372093024,2.7906976744186047
GER-Bundesliga,2023-2024,Union Berlin,Benedict Hollerbach,1,21.0,2,0,8.571428571428571,0.0,8.571428571428571
GER-Bundesliga,2023-2024,Union Berlin,Brenden Aaronson,2,106.0,4,3,3.3962264150943393,2.547169811320755,5.943396226415095
GER-Bundesliga,2023-2024,Union Berlin,Christopher Trimmel,2,109.0,0,0,0.0,0.0,0.0
